source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[project name]	characteristics[environmental medium]	characteristics[microbiome source]	characteristics[geographic location]	characteristics[perturbation]	characteristics[gastrointestinal tract disorder]	characteristics[antibiotic treatment]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[host body site]	characteristics[host body product]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[dissociation method]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[perturbation]
MB_20200120_QE_Proteon2_44	MB_20200120_QE_Proteon2_44	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_45_200218141823	MB_20200120_QE_Proteon2_45_200218141823	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_45_200218141823	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_45_200218141823.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_46	MB_20200120_QE_Proteon2_46	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_47	MB_20200120_QE_Proteon2_47	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_48_200217065838	MB_20200120_QE_Proteon2_48_200217065838	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_48_200217065838	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_48_200217065838.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_49_200216122808	MB_20200120_QE_Proteon2_49_200216122808	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_49_200216122808	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_49_200216122808.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_50	MB_20200120_QE_Proteon2_50	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_51	MB_20200120_QE_Proteon2_51	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_52_200216140042	MB_20200120_QE_Proteon2_52_200216140042	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_52_200216140042	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_52_200216140042.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_53	MB_20200120_QE_Proteon2_53	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_54	MB_20200120_QE_Proteon2_54	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_55	MB_20200120_QE_Proteon2_55	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_56	MB_20200120_QE_Proteon2_56	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_57_200216075039	MB_20200120_QE_Proteon2_57_200216075039	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_57_200216075039	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_57_200216075039.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_58_200216183827	MB_20200120_QE_Proteon2_58_200216183827	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_58_200216183827	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_58_200216183827.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_59	MB_20200120_QE_Proteon2_59	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_60	MB_20200120_QE_Proteon2_60	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	2% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	2% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_QC7	MB_20200120_QE_Proteon2_QC7	human gut metagenome	not applicable	digestive tract	pooled	pooled	quality control sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	not applicable	none	none in the 3 months preceding sample collection	Homo sapiens	not applicable	normal	feces	feces	MB_20200120_QE_Proteon2_QC7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_QC7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not applicable
MB_20200120_QE_Proteon2_QC8	MB_20200120_QE_Proteon2_QC8	human gut metagenome	not applicable	digestive tract	pooled	pooled	quality control sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	not applicable	none	none in the 3 months preceding sample collection	Homo sapiens	not applicable	normal	feces	feces	MB_20200120_QE_Proteon2_QC8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_QC8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	not applicable
MB_20200120_QE_Proteon2_61	MB_20200120_QE_Proteon2_61	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	5% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	5% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_62_2	MB_20200120_QE_Proteon2_62_2	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	5% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_62_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_62_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	5% (v/v) ex vivo microbiota treatment
MB_20200120_QE_Proteon2_63_2	MB_20200120_QE_Proteon2_63_2	human gut metagenome	not applicable	digestive tract	1	not pooled	study sample	Effects_of_BAFASAL_on_human_microbiome	feces	gut microbiome	Canada	5% (v/v) ex vivo microbiota treatment	none	none in the 3 months preceding sample collection	Homo sapiens	not available	normal	feces	feces	MB_20200120_QE_Proteon2_63_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	20 ppm	300m/z	1800m/z	1	1	MB_20200120_QE_Proteon2_63_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	5% (v/v) ex vivo microbiota treatment
