source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
allSpectra.HCD.ITMS.iso_70.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_70.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_70.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_70.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1158.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1158.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1158.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1158.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1149.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1149.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1149.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1149.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_224.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_224.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_224.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_224.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_253.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_253.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_253.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_253.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_642.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_642.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_642.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_642.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_322.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_322.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_322.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_322.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_875.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_875.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_875.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_875.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_425.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_425.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_425.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_425.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_250.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_250.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_250.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_250.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_263.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_263.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_263.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_263.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1098.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1098.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1098.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1098.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_667.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_667.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_667.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_667.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_606.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_606.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_606.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_606.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1200.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1200.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1200.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1200.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_781.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_781.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_781.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_781.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_911.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_911.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_911.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_911.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_236.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_236.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_236.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_236.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_494.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_494.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_494.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_494.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_899.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_899.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_899.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_899.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_450.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_450.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_450.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_450.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_605.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_605.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_605.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_605.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_917.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_917.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_917.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_917.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_1151.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_1151.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_1151.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_1151.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_994.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_994.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_994.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_994.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
allSpectra.HCD.ITMS.iso_264.apl	saccharomyces cerevisiae	not available	not applicable	not available	1	allSpectra.HCD.ITMS.iso_264.apl	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=orbitrap fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	30% NCE	tris(2-carboxyethyl)phosphine (tcep)	iodoacetamide (iaa)	1	1	allSpectra.HCD.ITMS.iso_264.apl	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD019481/allSpectra.HCD.ITMS.iso_264.apl	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
