source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
root_WP_18	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_18R_RF6_1_8631	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_18R_RF6_1_8631.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_20	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_20R_RF7_1_8633	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_20R_RF7_1_8633.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_21	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_21R_RF8_1_8634	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_21R_RF8_1_8634.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_22	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_22R_RF9_1_8635	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_22R_RF9_1_8635.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_23	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_23R_RF10_1_8636	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_23R_RF10_1_8636.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_24	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_24R_RF11_1_8637	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_24R_RF11_1_8637.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_02	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_2R_RE4_1_8615	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_2R_RE4_1_8615.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_03	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_3R_RE5_1_8616	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_3R_RE5_1_8616.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_04	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_4R_RE6_1_8617	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_4R_RE6_1_8617.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_05	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_5R_RE7_1_8618	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_5R_RE7_1_8618.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_06	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_6R_RE8_1_8619	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_6R_RE8_1_8619.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_08	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_8R_RE9_1_8621	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_8R_RE9_1_8621.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
root_WP_09	Brachypodium distachyon	root	plant cell	normal	seedling development stage	Bd21-3	growth chamber 16 h light/8 h dark, 23C/18C, 100-140 umol m-2 s-1, 35-40% RH; quartz sand + modified Hoagland	not available	organism part	study sample	pooled	1	230414_A_HB_StS_DIA_rootWP_9R_RE10_1_8622	proteomic profiling by mass spectrometry	NT=impact II;AC=MS:1002666	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=quadrupole time-of-flight instrument;AC=MS:1003763	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	400	1200	25	not available	1	1	230414_A_HB_StS_DIA_rootWP_9R_RE10_1_8622.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	root
