source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
KS236	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS236	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS236.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS236.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS299	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS299	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS299.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS299.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS083	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS083	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS083.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS083.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS195	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS195	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS195.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS195.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS295	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS295	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS295.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS295.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS252_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	KS252_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS252_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS252_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS316	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS316	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS316.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS316.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS257	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS257	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS257.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS257.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS290_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	KS290_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS290_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS290_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS291_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	KS291_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS291_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS291_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS287_4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	4	KS287_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS287_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS287_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS283	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS283	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS283.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS283.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS283_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	KS283_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS283_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS283_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS273_HCD	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS273_HCD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS273_HCD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS273_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS192	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS192	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS192.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS192.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS330_HCD_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	KS330_HCD_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS330_HCD_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS330_HCD_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS119_MSA	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS119_MSA	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS119_MSA.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS119_MSA.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS286	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS286	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS286.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS286.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS299_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	KS299_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS299_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS299_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS321_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	KS321_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS321_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS321_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS301_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	KS301_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS301_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS301_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS209	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS209	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS209.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS209.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS311_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	KS311_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS311_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS311_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS322	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS322	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS322.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS322.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS204	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS204	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS204.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS204.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS290_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	KS290_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS290_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS290_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS118_HCD	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS118_HCD	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS118_HCD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS118_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS205_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	KS205_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS205_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS205_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS293_4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	4	KS293_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS293_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS293_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS302	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	KS302	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS302.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS302.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS307_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	KS307_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS307_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS307_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
KS300_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	KS300_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	10 ppm	2 Da	sds page	acrylamide (aa)	1	1	KS300_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD003031/KS300_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
