source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[material type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[organism part]
20230817_SRDB_Gerald_LiverWT_18	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	18	20230817_SRDB_Gerald_LiverWT_18	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230817_SRDB_Gerald_LiverWT_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	liver
20230817_SRDB_Gerald_LiverWT_53	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	53	20230817_SRDB_Gerald_LiverWT_53	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230817_SRDB_Gerald_LiverWT_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	liver
20230817_SRDB_Gerald_LiverWT_71	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	71	20230817_SRDB_Gerald_LiverWT_71	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230817_SRDB_Gerald_LiverWT_71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	liver
20230905_SRDB_Gerald_SPL17_LiverWT	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	17	20230905_SRDB_Gerald_SPL17_LiverWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	2	20230905_SRDB_Gerald_SPL17_LiverWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	liver
20230905_SRDB_Gerald_SPL18_LiverWT	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	18	20230905_SRDB_Gerald_SPL18_LiverWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	2	20230905_SRDB_Gerald_SPL18_LiverWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	liver
20230905_SRDB_Gerald_SPL19_LiverWT	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	19	20230905_SRDB_Gerald_SPL19_LiverWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	2	20230905_SRDB_Gerald_SPL19_LiverWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	liver
20230905_SRDB_Gerald_SPL20_LiverWT	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	20	20230905_SRDB_Gerald_SPL20_LiverWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL20_LiverWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	liver
20230905_SRDB_Gerald_SPL21_LiverKO	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	21	20230905_SRDB_Gerald_SPL21_LiverKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL21_LiverKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	liver
20230905_SRDB_Gerald_SPL22_LiverKO	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	22	20230905_SRDB_Gerald_SPL22_LiverKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL22_LiverKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	liver
20230905_SRDB_Gerald_SPL23_LiverKO	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	23	20230905_SRDB_Gerald_SPL23_LiverKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL23_LiverKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	liver
20230905_SRDB_Gerald_SPL24_LiverKO	Mus musculus	liver	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	24	20230905_SRDB_Gerald_SPL24_LiverKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL24_LiverKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	liver
20230905_SRDB_Gerald_SPL25_QuadWT	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	25	20230905_SRDB_Gerald_SPL25_QuadWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL25_QuadWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	quadriceps
20230905_SRDB_Gerald_SPL26_QuadWT	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	26	20230905_SRDB_Gerald_SPL26_QuadWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL26_QuadWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	quadriceps
20230905_SRDB_Gerald_SPL27_QuadWT	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	27	20230905_SRDB_Gerald_SPL27_QuadWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL27_QuadWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	quadriceps
20230905_SRDB_Gerald_SPL28_QuadWT	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	28	20230905_SRDB_Gerald_SPL28_QuadWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL28_QuadWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	quadriceps
20230905_SRDB_Gerald_SPL29_QuadKO	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	29	20230905_SRDB_Gerald_SPL29_QuadKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL29_QuadKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	quadriceps
20230905_SRDB_Gerald_SPL30_QuadKO	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	30	20230905_SRDB_Gerald_SPL30_QuadKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL30_QuadKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	quadriceps
20230905_SRDB_Gerald_SPL31_QuadKO	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	31	20230905_SRDB_Gerald_SPL31_QuadKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL31_QuadKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	quadriceps
20230905_SRDB_Gerald_SPL32_QuadKO	Mus musculus	quadriceps	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	32	20230905_SRDB_Gerald_SPL32_QuadKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL32_QuadKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	quadriceps
20230905_SRDB_Gerald_SPL33_HypoWT	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	33	20230905_SRDB_Gerald_SPL33_HypoWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL33_HypoWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	hypothalamus
20230905_SRDB_Gerald_SPL34_HypoWT	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	34	20230905_SRDB_Gerald_SPL34_HypoWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL34_HypoWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	hypothalamus
20230905_SRDB_Gerald_SPL35_HypoWT	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	35	20230905_SRDB_Gerald_SPL35_HypoWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	2	20230905_SRDB_Gerald_SPL35_HypoWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	hypothalamus
20230905_SRDB_Gerald_SPL36_HypoWT	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	36	20230905_SRDB_Gerald_SPL36_HypoWT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL36_HypoWT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	hypothalamus
20230905_SRDB_Gerald_SPL37_HypoKO	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	37	20230905_SRDB_Gerald_SPL37_HypoKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL37_HypoKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	hypothalamus
20230905_SRDB_Gerald_SPL38_HypoKO	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	38	20230905_SRDB_Gerald_SPL38_HypoKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL38_HypoKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	hypothalamus
20230905_SRDB_Gerald_SPL39_HypoKO	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	39	20230905_SRDB_Gerald_SPL39_HypoKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	2	20230905_SRDB_Gerald_SPL39_HypoKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	hypothalamus
20230905_SRDB_Gerald_SPL40_HypoKO	Mus musculus	hypothalamus	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	inceptor knockout	40	20230905_SRDB_Gerald_SPL40_HypoKO	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL40_HypoKO.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	inceptor knockout	hypothalamus
20230905_SRDB_Gerald_SPL41_eWAT-WT	Mus musculus	epididymal fat pad	not applicable	tissue	insulin resistance	adult	not available	C57BL/6	wild type	41	20230905_SRDB_Gerald_SPL41_eWAT-WT	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	20 ppm	1	1	20230905_SRDB_Gerald_SPL41_eWAT-WT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	wild type	epididymal fat pad
