source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
WAB20230306_TPM_FNA_ZHQ_M49	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M49	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M49.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M53	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M53	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M53.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M55	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M55	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M55.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M57	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M57	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M57.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M58	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M58	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M58.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M59	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M59	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M59.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M60	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M60	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M60.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M61	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M61	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M61.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M62	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M62	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M62.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M63	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M63	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M63.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M64	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M64	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M64.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M65	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M65	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M65.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M66	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M66	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M66.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M67	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M67	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M67.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M68	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M68	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M68.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M69	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M69	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M69.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M70	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M70	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M70.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M72	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M72	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M72.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M74	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M74	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M74.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M75	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M75	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M75.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M76	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M76	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M76.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M77	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M77	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M77.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M78	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M78	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M78.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M79	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M79	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M79.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230306_TPM_FNA_ZHQ_M80	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230306_TPM_FNA_ZHQ_M80	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230306_TPM_FNA_ZHQ_M80.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS12	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS12	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS12.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS13	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS13	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS13.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS17	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS17	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS17.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS21	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS21	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS21.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS22	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS22	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS22.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS23	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS23	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS23.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS24	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS24	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS24.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS25	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS25	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS25.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS26	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS26	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS26.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS29	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS29	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS29.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS32	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS32	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS32.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS33	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS33	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS33.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS37	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS37	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS37.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS39	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS39	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS39.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS43	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS43	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS43.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS45	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS45	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS45.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS47	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS47	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS47.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20230313_TPM_FNA_TYJ_ZS48	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20230313_TPM_FNA_TYJ_ZS48	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20230313_TPM_FNA_TYJ_ZS48.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
