source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[depth]	characteristics[sampling depth zone]	characteristics[filter size]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[depth]	factor value[collection date]
PXD009712_sample28	PXD009712_sample28	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	3.5 S, 160.77 W	17/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	200 m	mesopelagic	0.2-3.0 micrometer	1	st6_200m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st6_200m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	200 m	17/10/2011
PXD009712_sample29	PXD009712_sample29	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	9.25 S, 165.36 W	19/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	40 m	epipelagic	0.2-3.0 micrometer	1	st8_040m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st8_040m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	40 m	19/10/2011
PXD009712_sample29	PXD009712_sample29	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	9.25 S, 165.36 W	19/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	40 m	epipelagic	0.2-3.0 micrometer	1	st8_040m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st8_040m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	40 m	19/10/2011
PXD009712_sample30	PXD009712_sample30	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	9.25 S, 165.36 W	19/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	70 m	epipelagic	0.2-3.0 micrometer	1	st8_070m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st8_070m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	70 m	19/10/2011
PXD009712_sample30	PXD009712_sample30	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	9.25 S, 165.36 W	19/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	70 m	epipelagic	0.2-3.0 micrometer	1	st8_070m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st8_070m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	70 m	19/10/2011
PXD009712_sample31	PXD009712_sample31	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	9.25 S, 165.36 W	19/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	200 m	mesopelagic	0.2-3.0 micrometer	1	st8_200m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st8_200m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	200 m	19/10/2011
PXD009712_sample31	PXD009712_sample31	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	9.25 S, 165.36 W	19/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	200 m	mesopelagic	0.2-3.0 micrometer	1	st8_200m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st8_200m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	200 m	19/10/2011
PXD009712_sample32	PXD009712_sample32	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	12 S, 167.56 W	21/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	40 m	epipelagic	0.2-3.0 micrometer	1	st9_040m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st9_040m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	40 m	21/10/2011
PXD009712_sample32	PXD009712_sample32	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	12 S, 167.56 W	21/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	40 m	epipelagic	0.2-3.0 micrometer	1	st9_040m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st9_040m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	40 m	21/10/2011
PXD009712_sample33	PXD009712_sample33	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	12 S, 167.56 W	21/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	70 m	epipelagic	0.2-3.0 micrometer	1	st9_070m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st9_070m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	70 m	21/10/2011
PXD009712_sample33	PXD009712_sample33	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	12 S, 167.56 W	21/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	70 m	epipelagic	0.2-3.0 micrometer	1	st9_070m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st9_070m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	70 m	21/10/2011
PXD009712_sample34	PXD009712_sample34	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	12 S, 167.56 W	21/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	380 m	mesopelagic	0.2-3.0 micrometer	1	st9_380m_CID	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	st9_380m_CID.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	380 m	21/10/2011
PXD009712_sample34	PXD009712_sample34	marine metagenome	not applicable	not applicable	not applicable	METZYME_KM1128	sea water	sea water	12 S, 167.56 W	21/10/2011	McLane in situ pump filtration; 0.2-3.0 micrometer size fraction on 142 mm Supor filters (METZYME KM1128)	380 m	mesopelagic	0.2-3.0 micrometer	1	st9_380m_HCD	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	not available	1	2	st9_380m_HCD.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	380 m	21/10/2011
