source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[sample type]
synthetic_TTA20150824_ISBATOMXX001860_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	9	TTA20150824_ISBATOMXX001860_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001860_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001861_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	10	TTA20150824_ISBATOMXX001861_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001861_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001861_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	11	TTA20150824_ISBATOMXX001861_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001861_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001862_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	12	TTA20150824_ISBATOMXX001862_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001862_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001862_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	13	TTA20150824_ISBATOMXX001862_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001862_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001863_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	14	TTA20150824_ISBATOMXX001863_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001863_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001864_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	15	TTA20150824_ISBATOMXX001864_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001864_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001865_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	16	TTA20150824_ISBATOMXX001865_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001865_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001865_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	17	TTA20150824_ISBATOMXX001865_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001865_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001866_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	18	TTA20150824_ISBATOMXX001866_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001866_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001866_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	19	TTA20150824_ISBATOMXX001866_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001866_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001867p1_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	20	TTA20150824_ISBATOMXX001867p1_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001867p1_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001867p2_CP_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	21	TTA20150824_ISBATOMXX001867p2_CP_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001867p2_CP_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001867_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	22	TTA20150824_ISBATOMXX001867_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001867_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001868_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	23	TTA20150824_ISBATOMXX001868_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001868_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001869_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	24	TTA20150824_ISBATOMXX001869_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001869_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001870_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	25	TTA20150824_ISBATOMXX001870_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001870_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
synthetic_TTA20150824_ISBATOMXX001871_r01	not applicable	not applicable	not applicable	not applicable	not available	not available	not available	not applicable	synthetic	26	TTA20150824_ISBATOMXX001871_r01	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	1	TTA20150824_ISBATOMXX001871_r01.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	synthetic peptide
