source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[genotype]	characteristics[genetic modification]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[enrichment process]	characteristics[antibody enrichment]	characteristics[synthetic peptide]	characteristics[spiked compound]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]	factor value[treatment]	factor value[antibody enrichment]
DOXEN_endogenous-RAB8A_LRRK2-R1441G_dox_HG_20170310_r2	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	doxycycline-induced GFP-LRRK2-R1441G	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-Rab8A antibody	not synthetic	not applicable	not pooled	2	run 11	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-11	20170310_QEp6_MaSt_SA_293_LRRK2_R1441G_dox_HG_IP-Rab8_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	doxycycline-induced GFP-LRRK2-R1441G	HG-10-102-01	anti-Rab8A antibody
DOXEN_endogenous-RAB8A_LRRK2-R1441G_dox_HG_20170310_r3	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	doxycycline-induced GFP-LRRK2-R1441G	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-Rab8A antibody	not synthetic	not applicable	not pooled	3	run 12	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-11	20170310_QEp6_MaSt_SA_293_LRRK2_R1441G_dox_HG_IP-Rab8_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	doxycycline-induced GFP-LRRK2-R1441G	HG-10-102-01	anti-Rab8A antibody
DOXHA_HA-RAB8A_LRRK2-I2020T_dox_20170306_r1	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 13	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-07	20170306_Orbi6_MaSt_SA_293_LRRK2_I2020T_HA-Rab8_mock_IP-HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	untreated	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-I2020T_dox_20170306_r2	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 14	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-07	20170306_Orbi6_MaSt_SA_293_LRRK2_I2020T_HA-Rab8_mock_IP-HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	untreated	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-I2020T_dox_20170306_r3	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 15	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-08	20170306_Orbi6_MaSt_SA_293_LRRK2_I2020T_HA-Rab8_mock_IP-HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	untreated	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-I2020T_dox_HG_20170306_r1	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 16	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-08	20170306_Orbi6_MaSt_SA_293_LRRK2_I2020T_HA-Rab8_HG_IP-HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	HG-10-102-01	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-I2020T_dox_HG_20170306_r2	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 17	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-08	20170306_Orbi6_MaSt_SA_293_LRRK2_I2020T_HA-Rab8_HG_IP-HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	HG-10-102-01	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-I2020T_dox_HG_20170306_r3	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 18	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-08	20170306_Orbi6_MaSt_SA_293_LRRK2_I2020T_HA-Rab8_HG_IP-HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-I2020T Flp-In T-REx 293	HG-10-102-01	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-R1441G_dox_20170306_r1	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 19	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-06	20170306_Orbi6_MaSt_SA_293_LRRK2_R1441G_HA-Rab8_mock_IP-HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	untreated	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-R1441G_dox_20170306_r2	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 20	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-06	20170306_Orbi6_MaSt_SA_293_LRRK2_R1441G_HA-Rab8_mock_IP-HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	untreated	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-R1441G_dox_20170306_r3	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 21	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-07	20170306_Orbi6_MaSt_SA_293_LRRK2_R1441G_HA-Rab8_mock_IP-HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	untreated	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-R1441G_dox_HG_20170306_r1	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	1	run 22	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-07	20170306_Orbi6_MaSt_SA_293_LRRK2_R1441G_HA-Rab8_HG_IP-HA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	HG-10-102-01	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-R1441G_dox_HG_20170306_r2	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	2	run 23	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-07	20170306_Orbi6_MaSt_SA_293_LRRK2_R1441G_HA-Rab8_HG_IP-HA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	HG-10-102-01	anti-HA resin
DOXHA_HA-RAB8A_LRRK2-R1441G_dox_HG_20170306_r3	Homo sapiens	kidney	not available	normal	Flp-In-T-REx cell	CVCL_U427	Flp-In-T-REx-293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	transfection	HG-10-102-01	HG-10-102-01	3 uM	3 hour	sample enrichment	anti-HA resin	not synthetic	not applicable	not pooled	3	run 24	proteomic profiling by mass spectrometry	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	NT=radial ejection linear ion trap;AC=MS:1000083	not available	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-03-07	20170306_Orbi6_MaSt_SA_293_LRRK2_R1441G_HA-Rab8_HG_IP-HA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	HA-RAB8A overexpression in doxycycline-induced GFP-LRRK2-R1441G Flp-In T-REx 293	HG-10-102-01	anti-HA resin
ENDO_endogenous-RAB10_LRRK2-Y1699C_20170511_r1	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	FLAG-LRRK2-Y1699C overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-Rab10 antibody	not synthetic	not applicable	not pooled	1	run 25	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-05-12	20170511_Qep3_MaSt_SA_293_LRRK2_Y1699C_IP-Rab10_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	FLAG-LRRK2-Y1699C overexpression	untreated	anti-Rab10 antibody
ENDO_endogenous-RAB10_LRRK2-Y1699C_20170511_r2	Homo sapiens	kidney	not available	normal	HEK-293 cell	CVCL_0045	HEK293	late embryonic stage	not available	female	not available	not available	cell line	Dulbecco's Modified Eagle Medium	not available	not available	not available	not available	FLAG-LRRK2-Y1699C overexpression	transfection	untreated	not applicable	not applicable	not applicable	sample enrichment	anti-Rab10 antibody	not synthetic	not applicable	not pooled	2	run 26	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin/P;AC=MS:1001313	not applicable	not available	not available	not applicable	1	1	2017-05-12	20170511_Qep3_MaSt_SA_293_LRRK2_Y1699C_IP-Rab10_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=sdrf-skills;VV=v0.2.0	FLAG-LRRK2-Y1699C overexpression	untreated	anti-Rab10 antibody
