source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
Sci-810-819_RD5_01_2973.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-810-819_RD5_01_2973.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-810-819_RD5_01_2973.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-810-819_RD5_01_2973.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Saci_APTP_TiO2_670-679_17Dec11_BA1_01_3914.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Saci_APTP_TiO2_670-679_17Dec11_BA1_01_3914.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Saci_APTP_TiO2_670-679_17Dec11_BA1_01_3914.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Saci_APTP_TiO2_670-679_17Dec11_BA1_01_3914.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-720-729_RD5_01_2962.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-720-729_RD5_01_2962.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-720-729_RD5_01_2962.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-720-729_RD5_01_2962.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-860-869_RD6_01_2978.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-860-869_RD6_01_2978.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-860-869_RD6_01_2978.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-860-869_RD6_01_2978.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Saci_APTP_TiO2_840-849_17Dec11_BA2_01_3934.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Saci_APTP_TiO2_840-849_17Dec11_BA2_01_3934.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Saci_APTP_TiO2_840-849_17Dec11_BA2_01_3934.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Saci_APTP_TiO2_840-849_17Dec11_BA2_01_3934.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific1300-1320_RE3_01_1734.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific1300-1320_RE3_01_1734.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific1300-1320_RE3_01_1734.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific1300-1320_RE3_01_1734.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-840-849_RD6_01_2976.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-840-849_RD6_01_2976.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-840-849_RD6_01_2976.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-840-849_RD6_01_2976.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Saci_APTP_TiO2_730-739_17Dec11_BA2_01_3921.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Saci_APTP_TiO2_730-739_17Dec11_BA2_01_3921.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Saci_APTP_TiO2_730-739_17Dec11_BA2_01_3921.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Saci_APTP_TiO2_730-739_17Dec11_BA2_01_3921.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-630-639_RD4_01_2952.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-630-639_RD4_01_2952.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-630-639_RD4_01_2952.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-630-639_RD4_01_2952.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-740-749_RD5_01_2964.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-740-749_RD5_01_2964.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-740-749_RD5_01_2964.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-740-749_RD5_01_2964.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific621-641_GD1_01_1863.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific621-641_GD1_01_1863.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific621-641_GD1_01_1863.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific621-641_GD1_01_1863.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Saci_APTP_TiO2_810-819_17Dec11_BA2_01_3931.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Saci_APTP_TiO2_810-819_17Dec11_BA2_01_3931.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Saci_APTP_TiO2_810-819_17Dec11_BA2_01_3931.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Saci_APTP_TiO2_810-819_17Dec11_BA2_01_3931.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-870-879_RD6_01_2980.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-870-879_RD6_01_2980.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-870-879_RD6_01_2980.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-870-879_RD6_01_2980.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-1010-1019_RD6_01_2996.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-1010-1019_RD6_01_2996.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-1010-1019_RD6_01_2996.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-1010-1019_RD6_01_2996.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific660-680_RE5_01_1690.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific660-680_RE5_01_1690.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific660-680_RE5_01_1690.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific660-680_RE5_01_1690.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific1440-1460_RE3_01_1740.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific1440-1460_RE3_01_1740.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific1440-1460_RE3_01_1740.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific1440-1460_RE3_01_1740.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-690-699_RD5_01_2959.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-690-699_RD5_01_2959.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-690-699_RD5_01_2959.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-690-699_RD5_01_2959.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific521-541_GD1_01_1858.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific521-541_GD1_01_1858.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific521-541_GD1_01_1858.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific521-541_GD1_01_1858.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-760-769_RD5_01_2967.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-760-769_RD5_01_2967.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-760-769_RD5_01_2967.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-760-769_RD5_01_2967.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-990-999_RD6_01_2994.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-990-999_RD6_01_2994.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-990-999_RD6_01_2994.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-990-999_RD6_01_2994.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific1180-1200_RE5_01_1726.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific1180-1200_RE5_01_1726.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific1180-1200_RE5_01_1726.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific1180-1200_RE5_01_1726.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Saci_APTP_TiO2_600-609_17Dec11_BA1_01_3906.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Saci_APTP_TiO2_600-609_17Dec11_BA1_01_3906.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Saci_APTP_TiO2_600-609_17Dec11_BA1_01_3906.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Saci_APTP_TiO2_600-609_17Dec11_BA1_01_3906.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Sci-550-559_RD4_01_2942.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	Sci-550-559_RD4_01_2942.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	Sci-550-559_RD4_01_2942.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/Sci-550-559_RD4_01_2942.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific981-1001_GD2_01_1888.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific981-1001_GD2_01_1888.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific981-1001_GD2_01_1888.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific981-1001_GD2_01_1888.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SaciWTPacific721-741_GD1_01_1870.d.zip	Sulfolobus acidocaldarius	not available	not applicable	not available	phosphopeptide enrichment (IMAC)	1	SaciWTPacific721-741_GD1_01_1870.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics HCT Series;AC=MS:1000697	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	0.8 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	acrylamide	1	1	SaciWTPacific721-741_GD1_01_1870.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000289/SaciWTPacific721-741_GD1_01_1870.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
