source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[compound]
20210121_DC2101_1_H005XST_D3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	31	20210121_DC2101_1_H005XST_D3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_D3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_D4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	32	20210121_DC2101_1_H005XST_D4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_D5	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	33	20210121_DC2101_1_H005XST_D5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_D5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_D6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	34	20210121_DC2101_1_H005XST_D6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_D6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_D7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	35	20210121_DC2101_1_H005XST_D7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_D7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_D8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	36	20210121_DC2101_1_H005XST_D8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_D8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_D9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	37	20210121_DC2101_1_H005XST_D9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_D9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	38	20210121_DC2101_1_H005XST_E10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E11	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	39	20210121_DC2101_1_H005XST_E11	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E12	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	40	20210121_DC2101_1_H005XST_E12	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E2	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	41	20210121_DC2101_1_H005XST_E2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	42	20210121_DC2101_1_H005XST_E3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	43	20210121_DC2101_1_H005XST_E4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E5	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	44	20210121_DC2101_1_H005XST_E5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	45	20210121_DC2101_1_H005XST_E6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	46	20210121_DC2101_1_H005XST_E7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	47	20210121_DC2101_1_H005XST_E8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_E9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	48	20210121_DC2101_1_H005XST_E9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_E9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	49	20210121_DC2101_1_H005XST_F10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F12	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	50	20210121_DC2101_1_H005XST_F12	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F2	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	51	20210121_DC2101_1_H005XST_F2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	52	20210121_DC2101_1_H005XST_F3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	53	20210121_DC2101_1_H005XST_F4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F5	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	54	20210121_DC2101_1_H005XST_F5	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F6	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	55	20210121_DC2101_1_H005XST_F6	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F7	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	56	20210121_DC2101_1_H005XST_F7	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F8	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	57	20210121_DC2101_1_H005XST_F8	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_F9	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	58	20210121_DC2101_1_H005XST_F9	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_G10	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	59	20210121_DC2101_1_H005XST_G10	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_G10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_G11	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	60	20210121_DC2101_1_H005XST_G11	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_G11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_G2	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	61	20210121_DC2101_1_H005XST_G2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_G2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_G3	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	62	20210121_DC2101_1_H005XST_G3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_G3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
20210121_DC2101_1_H005XST_G4	Homo sapiens	not applicable	epithelial cell	normal	HEK293T	CVCL_0063	adult	not available	female	63	20210121_DC2101_1_H005XST_G4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=HCD;AC=MS:1000422	1	1	20210121_DC2101_1_H005XST_G4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not available
