source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]
IPX0002031000-Sample 347	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 347	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032792_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181127_F2_R1.raw	Exp032792_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181127_F2_R1.raw
IPX0002031000-Sample 348	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 348	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047444_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190203_F1_R1.raw	Exp047444_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190203_F1_R1.raw
IPX0002031000-Sample 349	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 349	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047493_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F2_R1.raw	Exp047493_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F2_R1.raw
IPX0002031000-Sample 350	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 350	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036307_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190112_F1_R1.raw	Exp036307_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190112_F1_R1.raw
IPX0002031000-Sample 351	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 351	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp033926_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181209_F3_R1.raw	Exp033926_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181209_F3_R1.raw
IPX0002031000-Sample 352	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 352	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032793_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181127_F2_R1.raw	Exp032793_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181127_F2_R1.raw
IPX0002031000-Sample 353	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 353	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047490_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F1_R1.raw	Exp047490_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F1_R1.raw
IPX0002031000-Sample 354	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 354	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047496_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190328_F3_R1.raw	Exp047496_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190328_F3_R1.raw
IPX0002031000-Sample 355	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 355	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047515_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190521_F3_R1.raw	Exp047515_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190521_F3_R1.raw
IPX0002031000-Sample 356	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 356	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034607_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181221_F3_R1.raw	Exp034607_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181221_F3_R1.raw
IPX0002031000-Sample 357	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 357	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047492_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F3_R1.raw	Exp047492_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F3_R1.raw
IPX0002031000-Sample 358	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 358	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047518_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190522_F1_R1.raw	Exp047518_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190522_F1_R1.raw
IPX0002031000-Sample 359	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 359	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031693_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181111_F1_R1.raw	Exp031693_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181111_F1_R1.raw
IPX0002031000-Sample 360	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 360	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp035626_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181228_F1_R1.raw	Exp035626_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181228_F1_R1.raw
IPX0002031000-Sample 361	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 361	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp050158_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190129_F1_R1.raw	Exp050158_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190129_F1_R1.raw
IPX0002031000-Sample 362	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 362	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032159_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181201_F3_R1.raw	Exp032159_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181201_F3_R1.raw
IPX0002031000-Sample 363	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 363	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp040827_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190228_F2_R1.raw	Exp040827_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190228_F2_R1.raw
IPX0002031000-Sample 364	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 364	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047437_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190129_F1_R1.raw	Exp047437_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190129_F1_R1.raw
IPX0002031000-Sample 365	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 365	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp033938_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181218_F1_R1.raw	Exp033938_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181218_F1_R1.raw
IPX0002031000-Sample 366	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 366	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032769_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181115_F3_R1.raw	Exp032769_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181115_F3_R1.raw
IPX0002031000-Sample 367	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 367	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047493_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F3_R1.raw	Exp047493_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190327_F3_R1.raw
IPX0002031000-Sample 368	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 368	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047485_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190322_F3_R1.raw	Exp047485_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190322_F3_R1.raw
IPX0002031000-Sample 369	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 369	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047444_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190127_F2_R1.raw	Exp047444_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190127_F2_R1.raw
IPX0002031000-Sample 370	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 370	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp031273_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_20181021_F3_R1.raw	Exp031273_DingC_FFPE_Giloma_Tumor_HFX3_75min_15cm_20181021_F3_R1.raw
IPX0002031000-Sample 371	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 371	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034617_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181227_F1_R1.raw	Exp034617_DingC_FFPE_Glioma_Tumor_HFX5_75min_15cm_33per_20181227_F1_R1.raw
IPX0002031000-Sample 372	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 372	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp040812_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190223_F2_R1.raw	Exp040812_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190223_F2_R1.raw
IPX0002031000-Sample 373	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 373	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp032773_DingC_FFPE_Glioma_Tumor_HFX3_75min_33per_20181117_F3_R1.raw	Exp032773_DingC_FFPE_Glioma_Tumor_HFX3_75min_33per_20181117_F3_R1.raw
IPX0002031000-Sample 374	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 374	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp040848_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190307_F3_R1.raw	Exp040848_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190307_F3_R1.raw
IPX0002031000-Sample 375	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 375	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp034627_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181221_F2_R1.raw	Exp034627_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181221_F2_R1.raw
IPX0002031000-Sample 376	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 376	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp036295_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190109_F2_R1.raw	Exp036295_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190109_F2_R1.raw
IPX0002031000-Sample 377	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 377	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp047438_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190127_F2_R1.raw	Exp047438_DingC_FFPE_Giloma_Tumor_HFX3_75min_50per_20190127_F2_R1.raw
IPX0002031000-Sample 378	homo sapiens	brain	not available	not available	not available	not available	1	tissue	not available	not available	run 378	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF-X;AC=MS:1002877	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	/lustrefs/msnet/IPX0002031000/IPX0002031001/Exp033926_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181209_F1_R1.raw	Exp033926_DingC_FFPE_Giloma_Tumor_HFX3_75min_33per_20181209_F1_R1.raw
