source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms min mz]	comment[ms max mz]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	factor value[treatment]
sample 48	Homo sapiens	umbilical cord blood	erythroid progenitor cell	48	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_48	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 49	Homo sapiens	umbilical cord blood	erythroid progenitor cell	49	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_49	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 50	Homo sapiens	umbilical cord blood	erythroid progenitor cell	50	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_50	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 51	Homo sapiens	umbilical cord blood	erythroid progenitor cell	51	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_51	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 52	Homo sapiens	umbilical cord blood	erythroid progenitor cell	52	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_52	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 53	Homo sapiens	umbilical cord blood	erythroid progenitor cell	53	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_53	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 54	Homo sapiens	umbilical cord blood	erythroid progenitor cell	54	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_54	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 55	Homo sapiens	umbilical cord blood	erythroid progenitor cell	55	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_55	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 56	Homo sapiens	umbilical cord blood	erythroid progenitor cell	56	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_56	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 57	Homo sapiens	umbilical cord blood	erythroid progenitor cell	57	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_57	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 58	Homo sapiens	umbilical cord blood	erythroid progenitor cell	58	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_58	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 59	Homo sapiens	umbilical cord blood	erythroid progenitor cell	59	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_59	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 60	Homo sapiens	umbilical cord blood	erythroid progenitor cell	60	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_60	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 61	Homo sapiens	umbilical cord blood	erythroid progenitor cell	61	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_61	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 62	Homo sapiens	umbilical cord blood	erythroid progenitor cell	62	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_62	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 63	Homo sapiens	umbilical cord blood	erythroid progenitor cell	63	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_63	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 64	Homo sapiens	umbilical cord blood	erythroid progenitor cell	64	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_64	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 65	Homo sapiens	umbilical cord blood	erythroid progenitor cell	65	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_65	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
sample 66	Homo sapiens	umbilical cord blood	erythroid progenitor cell	66	study sample	normal	cell line	not available	Japanese	<1D	male	neonate	not applicable	HUDEP-2	CVCL_VI06	HUDEP-2	umbilical cord blood	not available	not available	not available	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_66	proteomic profiling by mass spectrometry	1	20200831_EXPL1_OzKa_SA_Stuti_HUDEP_proteome_noF_LC02_66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	not applicable	25.5 NCE;27 NCE;30 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z	1650m/z	300	1649.5	not available	not available	not available
