source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
JG-C1-2A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C1-2A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-2A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-2A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-1	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C1-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N8	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-TiO2-N8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N2-1	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-N2-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N2-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N3-6	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	6	JG-N3-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N3-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N2-9A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-TiO2-N2-9A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N2-9A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N2-9A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N3-8	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	8	JG-N3-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N3-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-12A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C1-12A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-12A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-12A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N3-3A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-N3-3A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N3-3A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N3-3A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C2-18	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	18	JG-C2-18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C2-18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C2-18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-13A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C1-13A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-13A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-13A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-4A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C1-4A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-4A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-4A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N3-2	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	2	JG-TiO2-N3-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N3-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C3-6	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	6	JG-C3-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C3-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-TiO2-N2-3	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	3	JG-TiO2-N2-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-TiO2-N2-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-TiO2-N2-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C3-5A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C3-5A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C3-5A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C3-5A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N1-11	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	11	JG-N1-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N1-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N1-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N2-15A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-N2-15A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N2-15A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N2-15A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C3-15	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	15	JG-C3-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C3-15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C3-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C3-12A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C3-12A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C3-12A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C3-12A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-14	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	14	JG-C1-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C1-4	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	4	JG-C1-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C1-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C3-1A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-C3-1A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C3-1A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C3-1A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-C2-15	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	15	JG-C2-15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-C2-15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-C2-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
JG-N1-6-A	Mus musculus	Spleen	not applicable	not available	phosphopeptide enrichment (TiO2)	1	JG-N1-6-A	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.5 Da	35% NCE	hydrophilic interaction liquid chromatography	dithiothreitol	iodoacetamide	1	1	JG-N1-6-A.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001076/JG-N1-6-A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Spleen
