source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[sample type]
TitrationCurve_RB6	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_38_TitrationCurve_PRM_RB6_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_38_TitrationCurve_PRM_RB6_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB6	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_40_TitrationCurve_PRM_RB6_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_40_TitrationCurve_PRM_RB6_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB6	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_42_TitrationCurve_PRM_RB6_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_42_TitrationCurve_PRM_RB6_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB6	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_44_TitrationCurve_PRM_RB6_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_44_TitrationCurve_PRM_RB6_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB5	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_47_TitrationCurve_PRM_RB5_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_47_TitrationCurve_PRM_RB5_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB5	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_49_TitrationCurve_PRM_RB5_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_49_TitrationCurve_PRM_RB5_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB5	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_51_TitrationCurve_PRM_RB5_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_51_TitrationCurve_PRM_RB5_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB5	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_53_TitrationCurve_PRM_RB5_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_53_TitrationCurve_PRM_RB5_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB4	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_56_TitrationCurve_PRM_RB4_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_56_TitrationCurve_PRM_RB4_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB4	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_58_TitrationCurve_PRM_RB4_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_58_TitrationCurve_PRM_RB4_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB4	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_60_TitrationCurve_PRM_RB4_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_60_TitrationCurve_PRM_RB4_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB4	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_62_TitrationCurve_PRM_RB4_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_62_TitrationCurve_PRM_RB4_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB3	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_65_TitrationCurve_PRM_RB3_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_65_TitrationCurve_PRM_RB3_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB3	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_67_TitrationCurve_PRM_RB3_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_67_TitrationCurve_PRM_RB3_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB3	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_69_TitrationCurve_PRM_RB3_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_69_TitrationCurve_PRM_RB3_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB3	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_71_TitrationCurve_PRM_RB3_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_71_TitrationCurve_PRM_RB3_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB2	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_74_TitrationCurve_PRM_RB2_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_74_TitrationCurve_PRM_RB2_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB2	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_76_TitrationCurve_PRM_RB2_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_76_TitrationCurve_PRM_RB2_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB2	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_78_TitrationCurve_PRM_RB2_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_78_TitrationCurve_PRM_RB2_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB2	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_80_TitrationCurve_PRM_RB2_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_80_TitrationCurve_PRM_RB2_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
CW02	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_83_S7_CCF01589_CW02_R1_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_83_S7_CCF01589_CW02_R1_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
TitrationCurve_RB1	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_83_TitrationCurve_PRM_RB1_R1	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	1	OFCCF190403_83_TitrationCurve_PRM_RB1_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
CW02	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_85_S7_CCF01589_CW02_R2_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_85_S7_CCF01589_CW02_R2_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
TitrationCurve_RB1	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_85_TitrationCurve_PRM_RB1_R2	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	2	OFCCF190403_85_TitrationCurve_PRM_RB1_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
CW02	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_87_S7_CCF01589_CW02_R3_PRM	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_87_S7_CCF01589_CW02_R3_PRM.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	modern tooth
TitrationCurve_RB1	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_87_TitrationCurve_PRM_RB1_R3	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	3	OFCCF190403_87_TitrationCurve_PRM_RB1_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
TitrationCurve_RB1	Homo sapiens	tooth	normal	adult	not available	male	CW02	1	OFCCF190403_89_TitrationCurve_PRM_RB1_R4	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=P;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Carbamyl;AC=UNIMOD:5;TA=K;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Parallel reaction monitoring;AC=PRIDE:0000629	NT=HCD;AC=MS:1000422	10 ppm	20 mmu	1	4	OFCCF190403_89_TitrationCurve_PRM_RB1_R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	titration curve standard
