id	group	label	reason	organism_taxname	pmid	doi	n_raw_files	n_sdrf_rows	instrument	quantification	experiment_types	title
PXD022625	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	352	352	Q Exactive HF	not available	Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics	The RNA helicase Dbp7 promotes domain V/VI compaction and stabilization of inter-domain interactions during early 60S assembly
PXD022685	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	33375274	not available	210	210	LTQ Orbitrap Velos	Protein Abundance Index - PAI	Shotgun proteomics	Comparative Proteomics Analysis Reveals Unique Early Signaling Response of Saccharomyces cerevisiae to Oxidants with Different Mechanism of Action Prajita Pandey 1,‡, Khadiza Zaman
PXD023383	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	34125911	not available	51	51	LTQ Orbitrap Velos	TIC	Shotgun proteomics	Effect of Nop53 depletion on the compositional changes during pre-60S maturation
PXD023604	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	34480900	not available	36	36	LTQ Orbitrap Elite	not available	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	Yeast mitochondrial succinylome: Implications for mitochondrial DNA maintenance
PXD023688	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	33667410	not available	16	16	Orbitrap Fusion	Spectrum counting	Shotgun proteomics	Regulation of the Endocytosis and Prion Chaperoning Machineries by Yeast E3 Ubiquitin Ligase Rsp5 as Revealed by Orthogonal Ubiquitin Transfer
PXD024352	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	72	72	Orbitrap Fusion	Label free	Shotgun proteomics	Deletion of the transcription factors Hsf1, Msn2 and Msn4 in yeast uncovers transcriptional reprogramming in response to proteotoxic stress
PXD024462	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	42	42	Q Exactive HF	not available	SWATH MS	GID E3 ligase supramolecular chelate assembly configures multipronged ubiquitin targeting of an oligomeric metabolic enzyme
PXD024625	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	180	180	Q Exactive	not available	Gel-based experiment	The biochemical basis of mitochondrial dysfunction in Zellweger Spectrum Disorder
PXD025030	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	35663896	10.6019/PXD025030	27	27	Q Exactive HF	Spectrum counting	Shotgun proteomics	Proteomics of Saccharomyces cerevisiae mutants subjected to lanthanide stress
PXD026806	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	56	56	Q Exactive Plus	not available	Shotgun proteomics	A systematic evaluation of common yeast whole cell lysate proteomics sample preparation protocols
PXD027420	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD027420	26	26	LTQ Orbitrap Elite	not available	Gel-based experiment	Retroelement Ty1 Integrase interactome identified using tandem chromatin affinity purification ( TChAP) after in vivo crosslink in yeast Saccharomyces cerevisiae
PXD027903	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	72	72	LTQ Orbitrap Elite	not available	Shotgun proteomics	Identification of polysome-associated translational regulators during oxidative stress and amino acid starvation
PXD028413	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	12	12	Orbitrap Fusion Lumos	Label free;Protein Abundance Index - PAI	Shotgun proteomics	Co-translational assembly counteracts promiscuous interactions
PXD028496	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	32	32	Orbitrap Exploris 480	Peptide counting	Shotgun proteomics	Quantification of proline to serine mistranslation in a Saccharomyces cerevisiae strain expressing an inducible tRNA variant
PXD028669	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	16	16	Q Exactive	not available	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	Ubiquitin proteomics reveals critical targets  of the Nse1 RING domain in rDNA and genome stability
PXD029382	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	81	81	Orbitrap Exploris 480	Label free	Shotgun proteomics	Graphene Oxide Attenuates Toxicity of Amyloid-β Aggregates in Yeast by Promoting Disassembly and Boosting Cellular Stress Response
PXD029751	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	34842814	not available	36	36	Orbitrap Fusion Lumos	not available	Shotgun proteomics	tRNA synthetases are recruited to yeast ribosomes by rRNA expansion segment 7L but do not require association for func-tionality
PXD030070	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	35296687	10.6019/PXD030070	27	27	Q Exactive	not available	Shotgun proteomics	LC-MS/MS identification of histone Kbz sites in yeast
PXD030110	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	35296687	10.6019/PXD030110	2	2	Orbitrap Eclipse	not available	Shotgun proteomics	LC-MS/MS identification of Kbz sites on histones catalyzed by non-enzymatic and enzymatic ways.
PXD030626	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	9	9	Orbitrap Fusion Lumos	Label free	Shotgun proteomics	Co-translational assembly counteracts promiscuous interactions
PXD030902	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	65	65	Q Exactive HF	Label free	SWATH MS;Shotgun proteomics	1A  GID  E3  ligase assembly  ubiquitinates  an Rsp5 E3 adaptor  and regulates  plasma membrane transporters
PXD031326	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	10	10	Q Exactive	Spectrum counting	Shotgun proteomics	Ddp1 cooperates with Ppx1 to counter a stress response initiated by non-vacuolar polyphosphate
PXD031337	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	49	49	Q Exactive HF	Label free	Shotgun proteomics	Formation of toxic oligomers of polyQ-expanded Huntingtin by prion-mediated cross-seeding
PXD031616	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	64	64	Orbitrap Fusion Lumos	not available	Shotgun proteomics	Proteome-wide structural changes measured with 2 limited proteolysis-mass spectrometry: an advanced 3 protocol for high-throughput applications.
PXD031627	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	40	40	Orbitrap Fusion Lumos	not available	Shotgun proteomics	Proteome-wide structural changes measured with limited proteolysis-mass spectrometry: an advanced protocol for high-throughput applications.
PXD031713	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	60	60	Q Exactive HF	not available	SWATH MS;Shotgun proteomics	Cryo-EM structures of Gid12-bound GID E3 reveal steric blockade as a mechanism inhibiting substrate ubiquitylation
PXD031781	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	6	6	Q Exactive HF	not available	SWATH MS	Meiotic DNA breaks activate a streamlined response that largely avoids protein level changes -DIA
PXD032241	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	20	20	Q Exactive HF	not available	Shotgun proteomics	Label-free shotgun proteomics of S. cerevisiae producing starch-like glucans
PXD032294	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	34	34	Q Exactive	not available	Shotgun proteomics	Profiling yeast ubiquitylome with OtUBD pulldowns
PXD032321	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	35613595	not available	5	5	Orbitrap Fusion	not available	Shotgun proteomics	Oxygen level regulates protein N-terminal translation elongation through deoxyhypusine hydroxylation
PXD033843	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	23	23	Q Exactive	Peptide counting	Shotgun proteomics	Duplicated ribosomal protein paralogs promote alternative translation and drug resistance
PXD034431	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	12	12	Q Exactive HF	not available	Shotgun proteomics	Identification of the L-A helper virus from native yeast cell extract
PXD034630	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD034630	3	3	maXis	not available	Shotgun proteomics	Designed high-redox potential laccases exhibit high functional diversity
PXD035192	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	12	12	Q Exactive	not available	Shotgun proteomics	Yeast Mitochondrial Derived Vesicles (MDVs) have membrane potential and contain a functional ATP synthase
PXD035909	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	185	185	timsTOF Pro	TIC	Shotgun proteomics;All-ion fragmentation;MSE	Spermidine is essential for fasting-mediated autophagy and longevity
PXD035971	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	37070168	not available	71	71	Q Exactive	not available	Shotgun proteomics	RNA-dependent interactome allows network-based assignment of RNA-binding protein function
PXD035979	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	37070168	not available	355	355	Q Exactive HF	not available	Shotgun proteomics	RNA-dependent interactome allows network-based assignment of RNA-binding protein function
PXD036444	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	192	96	TripleTOF 6600	not available	SWATH MS	Proteomic analysis of cooperating yeast metabolic communities during ageing
PXD037135	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	188	188	LTQ Orbitrap	Spectrum counting	Gel-based experiment	Proteomic consequences of TDA1 deficiency in Saccharomyces cerevisiae — Spot Identifications
PXD038242	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	37776539	10.6019/PXD038242	301	301	Orbitrap Eclipse	not available	Shotgun proteomics	Quantifying mistranslation from alanine tRNA anticodon variants in S. cerevisiae
PXD039191	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	4	4	Q Exactive	not available	Shotgun proteomics	Yeast Mitochondrial Derived Vesicles (MDVs) have membrane potential and contain a functional ATP synthase-Part 2
PXD040306	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	37291423	not available	6	6	LTQ Orbitrap Velos	not available	Affinity purification coupled with mass spectrometry proteomics	Depletion and reconstitution of 5S RNP complexes in early pre60S ribosomes
PXD040407	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	38270553	not available	21	21	Q Exactive HF	not available	Gel-based experiment	H3K79 methyltransferase Dot1p/DOT1L is phosphorylated by proline-directed MAP kinases Hog1p and p38/MAPK11
PXD040766	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD040766	9	9	timsTOF Pro	not available	Gel-based experiment	Diversity in pervasive translation. A new translational landscape of yeast.
PXD041573	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	37169754	not available	30	30	Q Exactive HF	TIC	Shotgun proteomics	Molecular basis for recognition and deubiquitination of 40S ribosomes by Otu2
PXD041682	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	37449412	not available	24	24	LTQ Orbitrap Elite	not available	Shotgun proteomics	Yeast eIF4G homogenic whole cell oxidative stress LC-MSMS
PXD042259	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	37205480	10.6019/PXD042259	27	27	LTQ Orbitrap	not available	Shotgun proteomics	K29-linked unanchored polyubiquitin chains disrupt ribosome biogenesis and direct ribosomal proteins to the Intranuclear Quality control compartment (INQ)
PXD042878	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	45	45	Orbitrap Exploris 480	Spectrum counting	Shotgun proteomics	Bidirectional substrate shuttling between the 26S proteasome and the Cdc48 ATPase promotes protein degradation
PXD042987	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	12	12	Orbitrap Exploris 480	TIC	Affinity purification coupled with mass spectrometry proteomics	Nuclear Hsp104 safeguards the dormant translation machinery during quiescence
PXD043093	S. cerevisiae	include	annotated in this batch	Saccharomyces cerevisiae (baker's yeast)	not available	not available	21	21	Q Exactive HF	TIC	Shotgun proteomics	UV-inducible crosslinking IP-MS to elucidate the role of nuclear Hsp104 during quiescence in Saccharomyces cerevisiae
