source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[enrichment process]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms min im]	comment[ms max im]	comment[ms1 scan range]	factor value[cell type]	factor value[treatment]
DBS05_delta_ifng2	Mus musculus	islet of Langerhans	pancreatic D cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_10_delta_ifng2_03_F2_1_4788	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_10_delta_ifng2_03_F2_1_4788.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_delta_ifng2	Mus musculus	islet of Langerhans	pancreatic D cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_10_delta_ifng2_04_F2_1_4790	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_10_delta_ifng2_04_F2_1_4790.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_delta_ifng2	Mus musculus	islet of Langerhans	pancreatic D cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_10_delta_ifng2_05_F2_1_4792	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_10_delta_ifng2_05_F2_1_4792.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	Interferon Gamma
DBS05_alpha_ifng2	Mus musculus	islet of Langerhans	pancreatic A cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_01_D2_1_4816	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_01_D2_1_4816.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng2	Mus musculus	islet of Langerhans	pancreatic A cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_02_D2_1_4820	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_02_D2_1_4820.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng2	Mus musculus	islet of Langerhans	pancreatic A cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_03_D2_1_4823	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_03_D2_1_4823.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng2	Mus musculus	islet of Langerhans	pancreatic A cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_04_D2_1_4825	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_04_D2_1_4825.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_alpha_ifng2	Mus musculus	islet of Langerhans	pancreatic A cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_05_D2_1_4827	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_11_alpha_ifng2_05_D2_1_4827.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	Interferon Gamma
DBS05_beta_ifng2	Mus musculus	islet of Langerhans	type B pancreatic cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_01_F2_1_4855	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_01_F2_1_4855.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng2	Mus musculus	islet of Langerhans	type B pancreatic cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_02_F2_1_4859	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_02_F2_1_4859.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng2	Mus musculus	islet of Langerhans	type B pancreatic cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_03_F2_1_4862	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_03_F2_1_4862.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng2	Mus musculus	islet of Langerhans	type B pancreatic cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_04_F2_1_4864	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_04_F2_1_4864.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_beta_ifng2	Mus musculus	islet of Langerhans	type B pancreatic cell	2	pooled	normal	cell	Interferon Gamma	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_05_F2_1_4866	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_12_beta_ifng2_05_F2_1_4866.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	type B pancreatic cell	Interferon Gamma
DBS05_delta_control3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_01_D3_1_4765	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_01_D3_1_4765.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	control
DBS05_delta_control3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_02_D3_1_4767	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_02_D3_1_4767.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	control
DBS05_delta_control3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_03_D3_1_4769	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_03_D3_1_4769.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	control
DBS05_delta_control3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_04_D3_1_4772	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_04_D3_1_4772.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	control
DBS05_delta_control3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_05_D3_1_4777	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_13_delta_control3_05_D3_1_4777.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic D cell	control
DBS05_alpha_control3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_01_H3_1_4800	proteomic profiling by mass spectrometry	1	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_01_H3_1_4800.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	control
DBS05_alpha_control3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_02_H3_1_4802	proteomic profiling by mass spectrometry	2	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_02_H3_1_4802.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	control
DBS05_alpha_control3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_03_H3_1_4804	proteomic profiling by mass spectrometry	3	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_03_H3_1_4804.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	control
DBS05_alpha_control3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_04_H3_1_4807	proteomic profiling by mass spectrometry	4	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_04_H3_1_4807.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	control
DBS05_alpha_control3	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_05_H3_1_4812	proteomic profiling by mass spectrometry	5	20210610_TIMS05_MCT_SA_DBS05_14_alpha_control3_05_H3_1_4812.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not applicable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS05	0.6	1.6	99.75m/z-1700m/z	pancreatic A cell	control
