source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
00599_B02_P004595_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_B02_P004595_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_B02_P004595_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_B02_P004595_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_G07_P007149_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_G07_P007149_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_G07_P007149_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_G07_P007149_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_G04_P009635_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_G04_P009635_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_G04_P009635_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_G04_P009635_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
OR6_20140601_SL_BR_D02	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	OR6_20140601_SL_BR_D02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	OR6_20140601_SL_BR_D02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/OR6_20140601_SL_BR_D02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_H05_P007134_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_H05_P007134_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_H05_P007134_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_H05_P007134_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00926_H04_P008098_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00926_H04_P008098_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00926_H04_P008098_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00926_H04_P008098_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_C05_P009639_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_C05_P009639_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_C05_P009639_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_C05_P009639_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00853_A07_P007143_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00853_A07_P007143_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00853_A07_P007143_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00853_A07_P007143_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00926_C05_P008101_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00926_C05_P008101_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00926_C05_P008101_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00926_C05_P008101_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_C01_P009598_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_C01_P009598_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_C01_P009598_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_C01_P009598_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00544_D04_P004034_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00544_D04_P004034_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00544_D04_P004034_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00544_D04_P004034_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00926_B04_P008092_R2	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00926_B04_P008092_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00926_B04_P008092_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00926_B04_P008092_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_H01_P004593_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_H01_P004593_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_H01_P004593_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_H01_P004593_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_C04_P009631_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_C04_P009631_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_C04_P009631_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_C04_P009631_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00599_D02_P004597_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00599_D02_P004597_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00599_D02_P004597_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00599_D02_P004597_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_C02_P009606_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_C02_P009606_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_C02_P009606_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_C02_P009606_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_B02_P009605_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_B02_P009605_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_B02_P009605_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_B02_P009605_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00941_B07_P008278_S00_I00_R2	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00941_B07_P008278_S00_I00_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00941_B07_P008278_S00_I00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00941_B07_P008278_S00_I00_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_D05_P009640_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_D05_P009640_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_D05_P009640_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_D05_P009640_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_F03_P009617_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_F03_P009617_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_F03_P009617_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_F03_P009617_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
00959_D02_P008446_S00_U04_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	00959_D02_P008446_S00_U04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	00959_D02_P008446_S00_U04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/00959_D02_P008446_S00_U04_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_D03_P009615_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_D03_P009615_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_D03_P009615_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_D03_P009615_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
01023_A02_P009604_B00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	01023_A02_P009604_B00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.05 Da	0.05 Da	1	1	01023_A02_P009604_B00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002635/01023_A02_P009604_B00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation
