source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[depletion]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[absorbed dose]	factor value[age group]	factor value[irradiation status]
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_18-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	11	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_19-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	12	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_20-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	13	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_21-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	14	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_22-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	15	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_23-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	16	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_24-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	17	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_25-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	18	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_26-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	19	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 A-AK-B-BK pooled reference	Mus musculus	blood plasma	not available	pooled	pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	not available	Fusion_190503_27-TMT126	proteomic profiling by mass spectrometry	1	Fusion_190503_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	20	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	pooled reference	7-week-old	pooled reference
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_08-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	1	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_09-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	2	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_10-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	3	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_11-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	4	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_12-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	5	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_13-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	6	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_14-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	7	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_15-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	8	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_16-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	9	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_17-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	10	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_18-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	11	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_19-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	12	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_20-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	13	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_21-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	14	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_22-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	15	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_23-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	16	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_24-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	17	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_25-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	18	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_26-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	19	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual A2	Mus musculus	blood plasma	not available	2	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	female	Fusion_190503_27-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_190503_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	20	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.5 Gy	7-week-old	irradiated
PXD015859 individual BK1	Mus musculus	blood plasma	not available	1	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_08-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_190503_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	1	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
PXD015859 individual BK1	Mus musculus	blood plasma	not available	1	not pooled	normal	organism part	24 hour	depletion	not available	C57BL/6N	male	Fusion_190503_09-TMT128N	proteomic profiling by mass spectrometry	1	Fusion_190503_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128N	2	5 ppm	600 mmu	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0 Gy	7-week-old	mock-treated control
