source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[carbon source]	characteristics[proteomics assay]	characteristics[strain]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[carbon source]	factor value[sampling time]
glucose-S17-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	68 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-6-SILAC light	proteomic profiling by mass spectrometry	1	170417_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	68 minute
heavy-standard-for-glucose-S17	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-6-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_13_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S29-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	158 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-9-SILAC light	proteomic profiling by mass spectrometry	1	170417_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	158 minute
heavy-standard-for-glucose-S29	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-9-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_15_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R2-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S30-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	158 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-9-SILAC light	proteomic profiling by mass spectrometry	1	170417_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	158 minute
heavy-standard-for-glucose-S30	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-9-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_17_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S18-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	68 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-6-SILAC light	proteomic profiling by mass spectrometry	1	170417_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	68 minute
heavy-standard-for-glucose-S18	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-6-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_19_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S27-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	138 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-8-SILAC light	proteomic profiling by mass spectrometry	1	170417_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	138 minute
heavy-standard-for-glucose-S27	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-8-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_21_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_P_R3-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S19-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	93 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_23_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-1-SILAC light	proteomic profiling by mass spectrometry	1	170417_23_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	93 minute
heavy-standard-for-glucose-S19	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_23_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-1-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_23_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S22-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	109 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_25_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-4-SILAC light	proteomic profiling by mass spectrometry	1	170417_25_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	109 minute
heavy-standard-for-glucose-S22	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_25_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-4-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_25_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R1-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S23-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	115 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_27_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-5-SILAC light	proteomic profiling by mass spectrometry	1	170417_27_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	115 minute
heavy-standard-for-glucose-S23	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_27_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-5-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_27_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S24-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	103 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_29_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-3-SILAC light	proteomic profiling by mass spectrometry	1	170417_29_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	103 minute
heavy-standard-for-glucose-S24	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_29_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-3-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_29_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S20-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	93 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_31_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-1-SILAC light	proteomic profiling by mass spectrometry	1	170417_31_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	93 minute
heavy-standard-for-glucose-S20	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_31_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-1-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_31_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S21-total-proteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	93 minute	glucose	total proteome	CEN.PK113-7D BAR1::KanMX	170417_33_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-1-SILAC light	proteomic profiling by mass spectrometry	1	170417_33_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC light	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	glucose	93 minute
heavy-standard-for-glucose-S21	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	not applicable	total proteome internal standard	CEN.PK113-7D LYS1::KanMX	170417_33_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-1-SILAC heavy	proteomic profiling by mass spectrometry	1	170417_33_Orbi2_SK_SER_G240_T275_Chalmers_Campbell_Glucose_2nd_cycle_P_R3-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Lys-C/P;AC=MS:1001310	SILAC heavy	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	26% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	not applicable
glucose-S6-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	3	not pooled	not applicable	cell	5 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_01_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-2	proteomic profiling by mass spectrometry	1	170521_01_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R3-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	5 minute
glucose-S14-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	60 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_03_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-5	proteomic profiling by mass spectrometry	1	170521_03_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	60 minute
glucose-S29-phosphoproteome	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	158 minute	glucose	phosphoproteome	CEN.PK113-7D BAR1::KanMX	170521_05_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-9	proteomic profiling by mass spectrometry	1	170521_05_Orbi2_SK_SER_G90_T125_Chalmers_Campbell_EasyPhos_Glucose_P-R2-9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin/P;AC=MS:1001313	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	27% NCE	7 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=ST;MT=Variable	glucose	158 minute
