source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
E07458_1p_25_Alan_ubicofradic_blanc_fr28	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07458_1p_25_Alan_ubicofradic_blanc_fr28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	28	1	E07458_1p_25_Alan_ubicofradic_blanc_fr28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07458_1p_25_Alan_ubicofradic_blanc_fr28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07412_2p_25_Alan_ubicofradic_fr75	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07412_2p_25_Alan_ubicofradic_fr75	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	75	1	E07412_2p_25_Alan_ubicofradic_fr75.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07412_2p_25_Alan_ubicofradic_fr75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07444_2p_25_Alan_ubicofradic_blanc_fr14	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07444_2p_25_Alan_ubicofradic_blanc_fr14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	14	1	E07444_2p_25_Alan_ubicofradic_blanc_fr14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07444_2p_25_Alan_ubicofradic_blanc_fr14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07404_2p_25_Alan_ubicofradic_fr67	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07404_2p_25_Alan_ubicofradic_fr67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	67	1	E07404_2p_25_Alan_ubicofradic_fr67.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07404_2p_25_Alan_ubicofradic_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07409_1p_25_Alan_ubicofradic_fr72	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07409_1p_25_Alan_ubicofradic_fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	72	1	E07409_1p_25_Alan_ubicofradic_fr72.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07409_1p_25_Alan_ubicofradic_fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07391_1p_25_Alan_ubicofradic_fr54	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07391_1p_25_Alan_ubicofradic_fr54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	54	1	E07391_1p_25_Alan_ubicofradic_fr54.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07391_1p_25_Alan_ubicofradic_fr54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07397_1p_25_Alan_ubicofradic_fr60	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07397_1p_25_Alan_ubicofradic_fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	60	1	E07397_1p_25_Alan_ubicofradic_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07397_1p_25_Alan_ubicofradic_fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07381_1p_25_Alan_ubicofradic_fr44	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07381_1p_25_Alan_ubicofradic_fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	44	1	E07381_1p_25_Alan_ubicofradic_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07381_1p_25_Alan_ubicofradic_fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07360_2p_25_Alan_ubicofradic_fr25	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07360_2p_25_Alan_ubicofradic_fr25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	25	1	E07360_2p_25_Alan_ubicofradic_fr25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07360_2p_25_Alan_ubicofradic_fr25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07384_2p_25_Alan_ubicofradic_fr47	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07384_2p_25_Alan_ubicofradic_fr47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	47	1	E07384_2p_25_Alan_ubicofradic_fr47.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07384_2p_25_Alan_ubicofradic_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07416_2p_25_Alan_ubicofradic_fr79	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07416_2p_25_Alan_ubicofradic_fr79	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	79	1	E07416_2p_25_Alan_ubicofradic_fr79.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07416_2p_25_Alan_ubicofradic_fr79.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07398_2p_25_Alan_ubicofradic_fr61	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07398_2p_25_Alan_ubicofradic_fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	61	1	E07398_2p_25_Alan_ubicofradic_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07398_2p_25_Alan_ubicofradic_fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07359_1p_25_Alan_ubicofradic_fr24	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07359_1p_25_Alan_ubicofradic_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	24	1	E07359_1p_25_Alan_ubicofradic_fr24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07359_1p_25_Alan_ubicofradic_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07370_2p_25_Alan_ubicofradic_fr35	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07370_2p_25_Alan_ubicofradic_fr35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	35	1	E07370_2p_25_Alan_ubicofradic_fr35.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07370_2p_25_Alan_ubicofradic_fr35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07387_1p_25_Alan_ubicofradic_fr50	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07387_1p_25_Alan_ubicofradic_fr50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	50	1	E07387_1p_25_Alan_ubicofradic_fr50.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07387_1p_25_Alan_ubicofradic_fr50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07408_2p_25_Alan_ubicofradic_fr71	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07408_2p_25_Alan_ubicofradic_fr71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	71	1	E07408_2p_25_Alan_ubicofradic_fr71.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07408_2p_25_Alan_ubicofradic_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07483_2p_25_Alan_ubicofradic_blanc_fr53	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07483_2p_25_Alan_ubicofradic_blanc_fr53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	53	1	E07483_2p_25_Alan_ubicofradic_blanc_fr53.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07483_2p_25_Alan_ubicofradic_blanc_fr53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07396_2p_25_Alan_ubicofradic_fr59	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07396_2p_25_Alan_ubicofradic_fr59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	59	1	E07396_2p_25_Alan_ubicofradic_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07396_2p_25_Alan_ubicofradic_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07489_2p_25_Alan_ubicofradic_blanc_fr59	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07489_2p_25_Alan_ubicofradic_blanc_fr59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	59	1	E07489_2p_25_Alan_ubicofradic_blanc_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07489_2p_25_Alan_ubicofradic_blanc_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07382_2p_25_Alan_ubicofradic_fr45	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07382_2p_25_Alan_ubicofradic_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	45	1	E07382_2p_25_Alan_ubicofradic_fr45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07382_2p_25_Alan_ubicofradic_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07368_2p_25_Alan_ubicofradic_fr33	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07368_2p_25_Alan_ubicofradic_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	33	1	E07368_2p_25_Alan_ubicofradic_fr33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07368_2p_25_Alan_ubicofradic_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07479_2p_25_Alan_ubicofradic_blanc_fr49	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07479_2p_25_Alan_ubicofradic_blanc_fr49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	49	1	E07479_2p_25_Alan_ubicofradic_blanc_fr49.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07479_2p_25_Alan_ubicofradic_blanc_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07358_2p_25_Alan_ubicofradic_fr23	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07358_2p_25_Alan_ubicofradic_fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	23	1	E07358_2p_25_Alan_ubicofradic_fr23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07358_2p_25_Alan_ubicofradic_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07474_1p_25_Alan_ubicofradic_blanc_fr44	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07474_1p_25_Alan_ubicofradic_blanc_fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	44	1	E07474_1p_25_Alan_ubicofradic_blanc_fr44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07474_1p_25_Alan_ubicofradic_blanc_fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07472_1p_25_Alan_ubicofradic_blanc_fr42	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07472_1p_25_Alan_ubicofradic_blanc_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	42	1	E07472_1p_25_Alan_ubicofradic_blanc_fr42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07472_1p_25_Alan_ubicofradic_blanc_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
E07403_1p_25_Alan_ubicofradic_fr66	arabidopsis thaliana	Cell culture	not applicable	not available	antibody enrichment	1	E07403_1p_25_Alan_ubicofradic_fr66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	66	1	E07403_1p_25_Alan_ubicofradic_fr66.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/08/PXD002297/E07403_1p_25_Alan_ubicofradic_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
