source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[sampling time]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]	factor value[treatment]	factor value[sampling time]
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_207	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	15	1	3549_GB2_041571_S00_U15_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_208	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	16	1	3549_GA2_041571_S00_U16_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_209	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	17	1	3549_GA3_041571_S00_U17_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_210	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	18	1	3549_GB3_041571_S00_U18_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_211	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	19	1	3549_GC3_041571_S00_U19_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_212	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	20	1	3549_GD3_041571_S00_U20_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_213	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	21	1	3549_GE3_041571_S00_U21_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_214	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	22	1	3549_GF3_041571_S00_U22_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_215	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	23	1	3549_GG3_041571_S00_U23_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_216	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	24	1	3549_GH3_041571_S00_U24_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_217	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	25	1	3549_GH4_041571_S00_U25_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_218	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	26	1	3549_GG4_041571_S00_U26_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_219	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	27	1	3549_GF4_041571_S00_U27_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_220	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	28	1	3549_GE4_041571_S00_U28_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_221	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	29	1	3549_GD4_041571_S00_U29_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_222	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	30	1	3549_GC4_041571_S00_U30_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_223	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	31	1	3549_GB4_041571_S00_U31_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_224	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	32	1	3549_GA4_041571_S00_U32_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_225	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	33	1	3549_GA5_041571_S00_U33_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_226	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	34	1	3549_GB5_041571_S00_U34_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_227	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	35	1	3549_GC5_041571_S00_U35_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_228	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	36	1	3549_GD5_041571_S00_U36_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_229	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	37	1	3549_GE5_041571_S00_U37_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_230	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	38	1	3549_GF5_041571_S00_U38_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_231	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	39	1	3549_GG5_041571_S00_U39_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_232	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	40	1	3549_GH5_041571_S00_U40_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_233	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	41	1	3549_GH6_041571_S00_U41_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_234	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	42	1	3549_GG6_041571_S00_U42_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
seed_DMSO_8hour	Arabidopsis thaliana	seed	not applicable	normal	not available	not available	not available	not available	dimethyl sulfoxide	8 hour	1	run_235	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	43	1	3549_GF6_041571_S00_U43_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226	NT=dimethyl sulfoxide;AC=CHEBI:28262	8 hour
