source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
seed_phospho_rep1	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	6 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	1	run_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	02132_H03_P022365_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	02132_A04_P022366_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	2	1	02132_B04_P022366_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	3	1	02132_C04_P022366_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	02132_D04_P022366_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	02132_E04_P022367_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	2	1	02132_F04_P022367_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	3	1	02132_G04_P022367_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
seed_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=seed;AC=BTO:0001226	not applicable	normal	not available	not available	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	02132_H04_P022367_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=seed;AC=BTO:0001226
stem_phospho_rep1	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	5 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	1	run_61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	02133_A02_P022377_S00_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep1	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	5 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	1	run_62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	2	1	02133_B02_P022377_S00_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep1	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	5 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	1	run_63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	3	1	02133_C02_P022377_S00_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep1	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	5 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	1	run_64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	02133_D02_P022377_S00_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	1 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	02133_E06_P023386_S00_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	1 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	2	1	02133_F06_P023386_S00_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	1 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	3	1	02133_G06_P023386_S00_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep2	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	1 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	2	run_68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	02133_H06_P023386_S00_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	02132_A06_P022370_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	2	1	02132_B06_P022370_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	3	1	02132_C06_P022370_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep3	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	3	run_72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	02132_D06_P022370_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep4	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	4	run_73	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	02132_E05_P022369_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep4	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	4	run_74	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	2	1	02132_F05_P022369_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep4	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	4	run_75	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	3	1	02132_G05_P022369_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
stem_phospho_rep4	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=stem;AC=BTO:0001300	not applicable	normal	not available	4 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	4	run_76	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	4	1	02132_H05_P022369_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=stem;AC=BTO:0001300
flower_phospho_rep1	NT=Arabidopsis thaliana;AC=NCBITaxon:3702	NT=flower;AC=BTO:0000469	not applicable	normal	not available	5 week	not available	not available	NT=enrichment of phosphorylated protein;AC=EFO:0010806	1	run_77	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	5 ppm	20 ppm	High-pH reversed-phase chromatography (hpHRP)	1	1	02131_A03_P022364_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	NT=flower;AC=BTO:0000469
