source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
062815_G2M_Npl3AADvs164_Hilic1_4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	4	062815_G2M_Npl3AADvs164_Hilic1_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	062815_G2M_Npl3AADvs164_Hilic1_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/062815_G2M_Npl3AADvs164_Hilic1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
052216_MMS_DDC1vsDNA2aad_1_H8	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	052216_MMS_DDC1vsDNA2aad_1_H8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	052216_MMS_DDC1vsDNA2aad_1_H8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/052216_MMS_DDC1vsDNA2aad_1_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
062815_G2M_Npl3AADvs164_Hilic1_2	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	2	062815_G2M_Npl3AADvs164_Hilic1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	062815_G2M_Npl3AADvs164_Hilic1_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/062815_G2M_Npl3AADvs164_Hilic1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
052216_MMS_DDC1vsDNA2aad_2_H8_160531231417	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	052216_MMS_DDC1vsDNA2aad_2_H8_160531231417	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	052216_MMS_DDC1vsDNA2aad_2_H8_160531231417.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/052216_MMS_DDC1vsDNA2aad_2_H8_160531231417.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
101317_dna2AAvsddc1_A_H6_171017014042	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	101317_dna2AAvsddc1_A_H6_171017014042	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	101317_dna2AAvsddc1_A_H6_171017014042.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/101317_dna2AAvsddc1_A_H6_171017014042.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121415_G2M_DNA2aadvsDDC1FL_HILIC_7	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	7	121415_G2M_DNA2aadvsDDC1FL_HILIC_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	121415_G2M_DNA2aadvsDDC1FL_HILIC_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/121415_G2M_DNA2aadvsDDC1FL_HILIC_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
041917_MADvsRtt107mad_B_H10_170427153900	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	041917_MADvsRtt107mad_B_H10_170427153900	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	041917_MADvsRtt107mad_B_H10_170427153900.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/041917_MADvsRtt107mad_B_H10_170427153900.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
041116_rif1_17ul_HILIC_4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	4	041116_rif1_17ul_HILIC_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	041116_rif1_17ul_HILIC_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/041116_rif1_17ul_HILIC_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
102017_G1vsG14nQO_A_H7	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	102017_G1vsG14nQO_A_H7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	102017_G1vsG14nQO_A_H7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/102017_G1vsG14nQO_A_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
022417_DNAAAvsddc1_A_H4	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	022417_DNAAAvsddc1_A_H4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	022417_DNAAAvsddc1_A_H4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/022417_DNAAAvsddc1_A_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
033117_DNA2aadvsSGS1aad_H7	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	033117_DNA2aadvsSGS1aad_H7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	033117_DNA2aadvsSGS1aad_H7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/033117_DNA2aadvsSGS1aad_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
021517_DDC1vsDNA2aad_A_H7_170221191800	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	021517_DDC1vsDNA2aad_A_H7_170221191800	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	021517_DDC1vsDNA2aad_A_H7_170221191800.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/021517_DDC1vsDNA2aad_A_H7_170221191800.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121415_G2M_DNA2aadvsDDC1FL_HILIC_4_151217163302	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	121415_G2M_DNA2aadvsDDC1FL_HILIC_4_151217163302	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	121415_G2M_DNA2aadvsDDC1FL_HILIC_4_151217163302.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/121415_G2M_DNA2aadvsDDC1FL_HILIC_4_151217163302.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
043018_G1releasemeth_cdc6vs164_4pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	043018_G1releasemeth_cdc6vs164_4pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	043018_G1releasemeth_cdc6vs164_4pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/043018_G1releasemeth_cdc6vs164_4pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
062815_G2M_ddc1DNA2AAvs164_5pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	062815_G2M_ddc1DNA2AAvs164_5pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	062815_G2M_ddc1DNA2AAvs164_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/062815_G2M_ddc1DNA2AAvs164_5pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
101317_dna2AAvsddc1_B_5pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	101317_dna2AAvsddc1_B_5pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	101317_dna2AAvsddc1_B_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/101317_dna2AAvsddc1_B_5pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121317_MMSvsG14NQO_B_2pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	121317_MMSvsG14NQO_B_2pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	121317_MMSvsG14NQO_B_2pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/121317_MMSvsG14NQO_B_2pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
021517_DDC1vsDNA2aad_A_H8	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	021517_DDC1vsDNA2aad_A_H8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	021517_DDC1vsDNA2aad_A_H8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/021517_DDC1vsDNA2aad_A_H8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
040315_G1_164vsrnh12_Hilic_3	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	3	040315_G1_164vsrnh12_Hilic_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	040315_G1_164vsrnh12_Hilic_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/040315_G1_164vsrnh12_Hilic_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
102917_SvsG14NQO_A_5pct	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	102917_SvsG14NQO_A_5pct	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	102917_SvsG14NQO_A_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/102917_SvsG14NQO_A_5pct.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121317_MMSvsG14NQO_B_H9_180102164800	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	121317_MMSvsG14NQO_B_H9_180102164800	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	121317_MMSvsG14NQO_B_H9_180102164800.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/121317_MMSvsG14NQO_B_H9_180102164800.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
022417_DNAAAvsddc1_B_HB_170302174018	saccharomyces cerevisiae	not available	not applicable	not available	enrichment of phosphorylated protein	1	022417_DNAAAvsddc1_B_HB_170302174018	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	022417_DNAAAvsddc1_B_HB_170302174018.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD012395/022417_DNAAAvsddc1_B_HB_170302174018.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
