source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[dilution rate]	characteristics[strain]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[dilution rate]	factor value[strain]
reference-pool	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	CEN.PK 113-7D	Fusion_180709_86-TMT126	proteomic profiling by mass spectrometry	2	Fusion_180709_86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	14	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	not applicable	CEN.PK 113-7D
reference-pool	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	CEN.PK 113-7D	Fusion_180709_87-TMT126	proteomic profiling by mass spectrometry	2	Fusion_180709_87.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	15	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	not applicable	CEN.PK 113-7D
reference-pool	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	CEN.PK 113-7D	Fusion_180709_88-TMT126	proteomic profiling by mass spectrometry	2	Fusion_180709_88.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	16	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	not applicable	CEN.PK 113-7D
reference-pool	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	CEN.PK 113-7D	Fusion_180709_89-TMT126	proteomic profiling by mass spectrometry	2	Fusion_180709_89.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	17	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	not applicable	CEN.PK 113-7D
reference-pool	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	CEN.PK 113-7D	Fusion_180709_90-TMT126	proteomic profiling by mass spectrometry	2	Fusion_180709_90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	18	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	not applicable	CEN.PK 113-7D
reference-pool	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	CEN.PK 113-7D	Fusion_180709_91-TMT126	proteomic profiling by mass spectrometry	2	Fusion_180709_91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	19	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	not applicable	CEN.PK 113-7D
reference-pool	Saccharomyces cerevisiae	not applicable	not applicable	pooled	pooled	not applicable	cell	not applicable	CEN.PK 113-7D	Fusion_180709_92-TMT126	proteomic profiling by mass spectrometry	2	Fusion_180709_92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT126	20	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	not applicable	CEN.PK 113-7D
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_73-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_74-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	2	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_75-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	3	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_76-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_76.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	4	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_77-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	5	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_78-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_78.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	6	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_79-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_79.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	7	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_80-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_80.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	8	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_81-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_81.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	9	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_82-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_82.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	10	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_83-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_83.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	11	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_84-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_84.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	12	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_85-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_85.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	13	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_86-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	14	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_87-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_87.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	15	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_88-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_88.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	16	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_89-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_89.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	17	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_90-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_90.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	18	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_91-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_91.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	19	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_92-TMT128C	proteomic profiling by mass spectrometry	1	Fusion_180709_92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT128C	20	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep2	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_73-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180709_73.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep2	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_74-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180709_74.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	2	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep2	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_75-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180709_75.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	3	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep2	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_76-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180709_76.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	4	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
B184-rate0.2-rep2	Saccharomyces cerevisiae	not applicable	not applicable	2	not pooled	not applicable	cell	0.2 /h	B184	Fusion_180709_77-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180709_77.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	5	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	B184
