source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[fractionation method]
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	13	2	MTB_SCX_13_100204025904.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	14	2	MTB_SCX_14_100204042234.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	15	3	MTB_SCX_15_100206143832.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	16	2	MTB_SCX_16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	17	2	MTB_SCX_17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	18	2	MTB_SCX_18.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	19	2	MTB_SCX_19_100207121106.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	20	2	MTB_SCX_20.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	21	2	MTB_SCX_21_100207145808.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	22	2	MTB_SCX_22.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	23	1	MTB_SCX_23.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	24	2	MTB_SCX_24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	25	2	MTB_SCX_25.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	26	2	MTB_SCX_26.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	26	3	MTB_SCX_26_100202175916.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	27	2	MTB_SCX_27.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	28	2	MTB_SCX_28.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	29	2	MTB_SCX_29.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	30	2	MTB_SCX_30.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Strong cation-exchange chromatography (SCX)	10 ppm	0.5 Da	31	2	MTB_SCX_31.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SCX
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.5 Da	16	3	DK_MTB16r_091018123456.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	not available
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not available	10 ppm	0.5 Da	28	3	DK_MTB28r.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	not available
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	1	6	MTBOFFGELA1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	1	7	MTBOFFGELB1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	2	6	MTBOFFGELA2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	2	7	MTBOFFGELB2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	3	5	MTBOFFGELA3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	3	6	MTBOFFGELB3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	4	6	MTBOFFGELA4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_107	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	4	7	MTBOFFGELB4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_108	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	5	5	MTBOFFGELA5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_109	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	5	6	MTBOFFGELB5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_110	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	6	5	MTBOFFGELA6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_111	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	6	6	MTBOFFGELB6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_112	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	7	5	MTBOFFGELA7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_113	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	7	6	MTBOFFGELB7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_114	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	8	5	MTBOFFGELA8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_115	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	8	6	MTBOFFGELB8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
mtb_h37rv_reference	Mycobacterium tuberculosis	not applicable	not applicable	normal	not available	not available	not available	H37Rv	cell	1	run_116	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	off-gel electrophoresis	10 ppm	0.5 Da	9	5	MTBOFFGELA9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	OFFGEL IEF
