source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[bait]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[collision energy]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[bait]	factor value[organism]
JB32-40	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp15	cell	4	qx025416	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx025416.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp15	Rhinolophus ferrumequinum
JB32-41	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp15	cell	5	qx025417	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx025417.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp15	Rhinolophus ferrumequinum
JB32-42	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp15	cell	6	qx025418	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx025418.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp15	Rhinolophus ferrumequinum
JB35-01	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp12	cell	1	qx026128	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026128.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp12	Rhinolophus ferrumequinum
JB35-02	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp12	cell	2	qx026129	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026129.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp12	Rhinolophus ferrumequinum
JB35-03	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp12	cell	3	qx026130	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026130.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp12	Rhinolophus ferrumequinum
JB35-04	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_S	cell	1	qx026132	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026132.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_S	Rhinolophus ferrumequinum
JB35-05	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_S	cell	2	qx026133	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026133.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_S	Rhinolophus ferrumequinum
JB35-06	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_S	cell	3	qx026134	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026134.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_S	Rhinolophus ferrumequinum
JB35-07	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf7b	cell	1	qx026136	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026136.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7b	Rhinolophus ferrumequinum
JB35-08	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf7b	cell	2	qx026137	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026137.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7b	Rhinolophus ferrumequinum
JB35-09	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf7b	cell	3	qx026138	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026138.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7b	Rhinolophus ferrumequinum
JB35-10	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf9b	cell	1	qx026140	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026140.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9b	Rhinolophus ferrumequinum
JB35-11	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf9b	cell	2	qx026141	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026141.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9b	Rhinolophus ferrumequinum
JB35-12	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf9b	cell	3	qx026142	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026142.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9b	Rhinolophus ferrumequinum
JB35-13	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf10	cell	1	qx026144	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026144.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf10	Rhinolophus ferrumequinum
JB35-14	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf10	cell	2	qx026145	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026145.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf10	Rhinolophus ferrumequinum
JB35-15	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf10	cell	3	qx026146	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026146.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf10	Rhinolophus ferrumequinum
JB35-16	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf9c	cell	1	qx026148	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026148.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9c	Rhinolophus ferrumequinum
JB35-17	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf9c	cell	2	qx026149	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026149.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9c	Rhinolophus ferrumequinum
JB35-18	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf9c	cell	3	qx026150	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026150.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9c	Rhinolophus ferrumequinum
JB35-19	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf3b	cell	1	qx026152	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026152.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3b	Rhinolophus ferrumequinum
JB35-20	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf3b	cell	2	qx026153	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026153.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3b	Rhinolophus ferrumequinum
JB35-21	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Orf3b	cell	3	qx026154	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026154.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3b	Rhinolophus ferrumequinum
JB35-22	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	Vector	cell	1	qx026156	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026156.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Vector	Rhinolophus ferrumequinum
JB35-23	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	Vector	cell	2	qx026157	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026157.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Vector	Rhinolophus ferrumequinum
JB35-24	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	Vector	cell	3	qx026158	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026158.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Vector	Rhinolophus ferrumequinum
JB35-25	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp1	cell	4	qx026160	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026160.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp1	Rhinolophus ferrumequinum
JB35-26	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp1	cell	5	qx026161	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026161.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp1	Rhinolophus ferrumequinum
JB35-27	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp1	cell	6	qx026162	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026162.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp1	Rhinolophus ferrumequinum
JB35-28	Rhinolophus ferrumequinum	not available	not available	not available	normal	not available	not available	not available	RaTG13_Nsp5	cell	4	qx026164	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx026164.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp5	Rhinolophus ferrumequinum
