accession	verdict	suggested_organism_part	suggested_cell_type	reason	organism_group	repo_source	fetch_status	repo_organism_parts	repo_organisms	text_tissue_hints	sdrf_organism_part	sdrf_organism	sdrf_cell_type	title	pubmed	repo_url
PXD029632	map_to_cell_type		Cell culture; Valve cell	repository organism part is a cell type (CL/BTO cell)	multicellular	PRIDE	ok	Cell culture|BTO:0000214; Valve cell|CL:0000663; cell culture|BTO:0000214; valve cell|CL:0000663	Homo sapiens (human)		not available	Homo sapiens		Crenigacestat inhibits osteogenic differentiation of human valve interstitial cells and seems promising for treatment of cardiovascular calcification		https://www.ebi.ac.uk/pride/archive/projects/PXD029632
PXD029668	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Corynebacterium glutamicum atcc 13032; Pseudomonas putida kt2440; Escherichia coli; Bacillus subtilis subsp. subtilis str. 168; Bacteria		not applicable	Corynebacterium glutamicum ATCC 13032	not applicable	Comparative investigations on surfactin as an antimicrobial metabolite	35456828	https://www.ebi.ac.uk/pride/archive/projects/PXD029668
PXD029728	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Staphylococcus xylosus; Bacteria		not applicable	Staphylococcus xylosus	not applicable	Characterization of biofilm associated protein (Bap) in Staphylococcus xylosus		https://www.ebi.ac.uk/pride/archive/projects/PXD029728
PXD029741	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Bacteria; Pseudomonas sp. lz4w		not applicable	Pseudomonas sp. lz4w	not applicable	Proteomic study at low and optimum temperature in Pseudomonas sp. Lz4W using LC-MSMS		https://www.ebi.ac.uk/pride/archive/projects/PXD029741
PXD029748	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	multicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Homo sapiens (human)		not applicable	Homo sapiens	not applicable	A Two-dimensional Fractionation Method for Proteome-wide Cross-linking Mass Spectrometry Analysis		https://www.ebi.ac.uk/pride/archive/projects/PXD029748
PXD029751	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		tRNA synthetases are recruited to yeast ribosomes by rRNA expansion segment 7L but do not require association for func-tionality	34842814	https://www.ebi.ac.uk/pride/archive/projects/PXD029751
PXD029824	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Proteomic consequences of TDA1 deficiency in Saccharomyces cerevisiae		https://www.ebi.ac.uk/pride/archive/projects/PXD029824
PXD029913	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Adaptive partitioning of a gene locus to the nuclear envelope in Saccharomyces cerevisiae is driven by polymer-polymer phase separation		https://www.ebi.ac.uk/pride/archive/projects/PXD029913
PXD029978	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Enterococcus faecalis (streptococcus faecalis)		not available	Enterococcus faecalis		Quantitative label-free proteomic comparison of the omadacycline-induced E. faecium isolates vs initial separation	35019708	https://www.ebi.ac.uk/pride/archive/projects/PXD029978
PXD029997	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		Not available	Saccharomyces cerevisiae		Global profiling of lysine benzoylation in S. cerevisiae	35296687	https://www.ebi.ac.uk/pride/archive/projects/PXD029997
PXD030010	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		In vitro kinase assay Pim1/GBP1		https://www.ebi.ac.uk/pride/archive/projects/PXD030010
PXD030041	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Burkholderia cenocepacia; Bacteria	lung	not applicable	Burkholderia cenocepacia	not applicable	BCAS0292 is involved in the adaptation of Burkholderia cenocepacia and shows characteristics of a DNA mimic protein AFFINITY PURIFICATION		https://www.ebi.ac.uk/pride/archive/projects/PXD030041
PXD030042	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Burkholderia cenocepacia; Bacteria	lung	not applicable	Burkholderia cenocepacia	not applicable	BCAS0292 is involved in the adaptation of Burkholderia cenocepacia and shows characteristics of a DNA mimic protein WHOLE PROTEOME		https://www.ebi.ac.uk/pride/archive/projects/PXD030042
PXD030064	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Rattus norvegicus (rat); Drosophila melanogaster (fruit fly); Escherichia coli; Homo sapiens (human); Caenorhabditis elegans; Mus musculus (mouse); Arabidopsis thaliana (mouse-ear cress)		not available	Arabidopsis thaliana; Caenorhabditis elegans; Drosophila melanogaster; Escherichia coli; Homo sapiens; Rattus norvegicus	not available	pChem_benchmarking_dataset_QTRP_diff_species		https://www.ebi.ac.uk/pride/archive/projects/PXD030064
PXD030070	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		LC-MS/MS identification of histone Kbz sites in yeast	35296687	https://www.ebi.ac.uk/pride/archive/projects/PXD030070
PXD030078	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria; Faecalibacterium prausnitzii a2-165		not applicable	Faecalibacterium prausnitzii	not applicable	An integrative multi-omics approach to characterize prebiotic inulin effects on Faecalibacterium prausnitzii	35252133	https://www.ebi.ac.uk/pride/archive/projects/PXD030078
PXD030110	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		LC-MS/MS identification of Kbz sites on histones catalyzed by non-enzymatic and enzymatic ways.	35296687	https://www.ebi.ac.uk/pride/archive/projects/PXD030110
PXD030129	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Mitochondrial antiviral-signalling protein is a client of the BAG6 QC complex		https://www.ebi.ac.uk/pride/archive/projects/PXD030129
PXD030191	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		CBU1543 immunopercipation (CBU1543 vs empty vector)		https://www.ebi.ac.uk/pride/archive/projects/PXD030191
PXD030205	stay_not_applicable_culture		Cell suspension culture; Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell suspension culture|BTO:0000221; Cell culture|BTO:0000214; cell culture|BTO:0000214; cell suspension culture|BTO:0000221	Schizosaccharomyces pombe 927		not available	Schizosaccharomyces pombe		Proteasome-dependent truncation of the negative heterochromatin regulator Epe1 mediates antifungal resistance.	35879419	https://www.ebi.ac.uk/pride/archive/projects/PXD030205
PXD030240	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Mus musculus (mouse)		not available	Mus musculus		Multiplexed Exosome proteomics from mouse tissues	35045290	https://www.ebi.ac.uk/pride/archive/projects/PXD030240
PXD030312	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli		Visualization of early ribosome assembly in action		https://www.ebi.ac.uk/pride/archive/projects/PXD030312
PXD030322	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	BEMAP analysis of glycosylated TW10722 YghJ	34975849	https://www.ebi.ac.uk/pride/archive/projects/PXD030322
PXD030335	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Anaerobic digester metagenome		not available	Anaerobic digester metagenome	not applicable	Identification of TBBPA-degraders in anaerobic bioreactor at environmentally relevant concentrations by combined protein-based stable isotope probing and metagenomics		https://www.ebi.ac.uk/pride/archive/projects/PXD030335
PXD030348	recoverable_organism_part	brain		structured organism part in repository metadata	multicellular	PRIDE	ok	Brain|BTO:0000142; brain|BTO:0000142	Mus musculus (mouse)	brain; cortex; csf; cortical	not applicable	Mus musculus	not applicable	A proteomics analysis of 5xFAD mouse brain regions reveals the lysosome-associated protein Arl8b as a candidate biomarker for Alzheimers disease		https://www.ebi.ac.uk/pride/archive/projects/PXD030348
PXD030448	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		A systematic screening pipeline identifies a new regulator of tyrosinated microtubule dynamics	35963242	https://www.ebi.ac.uk/pride/archive/projects/PXD030448
PXD030494	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Halomonas sp. td01; Escherichia coli; Bacteria		not applicable	Escherichia coli	not applicable	Baseline Proteomics Characterisation of Biomanufacturing Organism Halomonas Bluephagenesis		https://www.ebi.ac.uk/pride/archive/projects/PXD030494
PXD030532	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not applicable	Homo sapiens	not applicable	Cross-linking of the Endolysosomal System Reveals Potential Flotillin Structures and Cargo		https://www.ebi.ac.uk/pride/archive/projects/PXD030532
PXD030569	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Enhancer RNAs stimulate Pol II pause release by harnessing multivalent interactions to NELF		https://www.ebi.ac.uk/pride/archive/projects/PXD030569
PXD030594	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Escherichia coli; Homo sapiens (human)		not available	Escherichia coli		Intercepting IRE1 Kinase-FMRP Signaling Prevents Atherosclerosis Progression		https://www.ebi.ac.uk/pride/archive/projects/PXD030594
PXD030621	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Brucella abortus (strain 2308)		Not available	Brucella abortus		One Brucella proteins solution sample, complete protein and 5 modifications  Label-free omics research (No duplication,F8097WB remaining protein) analysis report.		https://www.ebi.ac.uk/pride/archive/projects/PXD030621
PXD030623	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Rio1 downregulates centromeric RNA levels to promote the timely assembly of structurally fit kinetochores		https://www.ebi.ac.uk/pride/archive/projects/PXD030623
PXD030626	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Co-translational assembly counteracts promiscuous interactions		https://www.ebi.ac.uk/pride/archive/projects/PXD030626
PXD030696	possible_from_text	kidney; urine		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	kidney; renal; urine	not available	Homo sapiens		β-catenin-controlled tubular cell-derived exosomes play a key role in fibroblast activation via the OPN-CD44 axis	35312232	https://www.ebi.ac.uk/pride/archive/projects/PXD030696
PXD030708	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Human gut metagenome		not available	Human gut metagenome	not applicable	MetaNovo : an open-source pipeline for probabilistic peptide discovery in complex metaproteomic datasets		https://www.ebi.ac.uk/pride/archive/projects/PXD030708
PXD030735	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Linkage Reprogramming by Tailor-made E3s Reveals Polyubiquitin Chain Requirements in DNA Damage Bypass	35263628	https://www.ebi.ac.uk/pride/archive/projects/PXD030735
PXD030752	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Signaling mechanisms of the prototypical psychedelic LSD	36087581	https://www.ebi.ac.uk/pride/archive/projects/PXD030752
PXD030753	possible_from_text	lung		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	lung	not available	Homo sapiens		The cGAS-STING pathway drives type I IFN immunopathology in COVID-19	35045565	https://www.ebi.ac.uk/pride/archive/projects/PXD030753
PXD030815	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		yeats cells AP-MS for Jhd2 and Tpk2 relative to article Phosphorylation of Jhd2 by the Ras-cAMP- PKA pathway regulates histone modifications and autophagy		https://www.ebi.ac.uk/pride/archive/projects/PXD030815
PXD030823	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	The Okur-Chung Neurodevelopmental Syndrome (OCNDS) mutation CK2K198R leads to a rewiring of kinase specificity	35517865	https://www.ebi.ac.uk/pride/archive/projects/PXD030823
PXD030857	recoverable_organism_part	Aorta		structured organism part in repository metadata	multicellular	PRIDE	ok	Aorta|BTO:0000135; aorta|BTO:0000135	Mus musculus (mouse)		not available	Mus musculus		Unstable Atherosclerotic Plaque Proteome	36914713	https://www.ebi.ac.uk/pride/archive/projects/PXD030857
PXD030879	possible_from_text	pancreatic		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	pancreatic	not available	Homo sapiens		Gasdermin E mediates resistance of pancreatic adenocarcinoma to enzymatic digestion through a YBX1-mucin pathway	35292781	https://www.ebi.ac.uk/pride/archive/projects/PXD030879
PXD030902	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)	plasma	not available	Saccharomyces cerevisiae		1A  GID  E3  ligase assembly  ubiquitinates  an Rsp5 E3 adaptor  and regulates  plasma membrane transporters		https://www.ebi.ac.uk/pride/archive/projects/PXD030902
PXD030906	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Enterococcus faecalis (streptococcus faecalis)		Not available	Enterococcus faecalis		Evolutionary collateral sensitivity to pleuromutilins in vancomycin-resistant Enterococcus faecium	35393429	https://www.ebi.ac.uk/pride/archive/projects/PXD030906
PXD030929	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Moraxella bovis; Escherichia coli		not applicable	Escherichia coli; Moraxella bovis	not applicable	Heterologously secreted MbxA from Moraxella bovis induces a membrane blebbing response of the host cell	36280777	https://www.ebi.ac.uk/pride/archive/projects/PXD030929
PXD030941	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Dehalobacter restrictus; Bacteria		not applicable	Dehalobacter restrictus	not applicable	Stoichiometry of the gene products from the tetrachloroethene reductive dehalogenase operon pceABCT	35283847	https://www.ebi.ac.uk/pride/archive/projects/PXD030941
PXD030973	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli; Bacteria		not available	Escherichia coli	not available	FRET monitoring of transcription factor activities in living bacteria	35839853	https://www.ebi.ac.uk/pride/archive/projects/PXD030973
PXD030977	recoverable_organism_part	Left ventricle; heart		structured organism part in repository metadata	multicellular	PRIDE	ok	Left ventricle|BTO:0001629; Heart|BTO:0000562; left ventricle|BTO:0001629; heart|BTO:0000562	Mus musculus (mouse)	heart	not available	Mus musculus		GATD3A, a mitochondrial deglycase with evolutionary origins from gammaproteobacteria, restricts the formation of advanced glycation endproducts	35307029	https://www.ebi.ac.uk/pride/archive/projects/PXD030977
PXD030978	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Homo sapiens (human); Escherichia coli (strain k12)		not available	Homo sapiens	not available	GATD3A, a mitochondrial deglycase with evolutionary origins from gammaproteobacteria, restricts the formation of advanced glycation endproducts	35307029	https://www.ebi.ac.uk/pride/archive/projects/PXD030978
PXD031026	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Xanthomonas retroflexus		not applicable	Xanthomonas retroflexus	not applicable	Metabolic profiling of interspecies interactions during sessile bacterial cultivation reveals growth and sporulation induction in Paenibacillus amylolyticus in response to Xanthomonas retroflexus - Samples from Xantho...	35425721	https://www.ebi.ac.uk/pride/archive/projects/PXD031026
PXD031054	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	multicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Homo sapiens (human)		not applicable	Homo sapiens	SH-SY5Y	Quantitative proteomics and in-cell cross-linking reveal cellular reorganisation during early neuronal differentiation of SH-SY5Y cells		https://www.ebi.ac.uk/pride/archive/projects/PXD031054
PXD031057	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Leishmania braziliensis		not available	Leishmania braziliensis		Leishmania braziliensis Protein Arginine Methyltransferases interactomes		https://www.ebi.ac.uk/pride/archive/projects/PXD031057
PXD031089	stay_not_applicable_microbe			repository whole-body term is not an anatomical organism part for this organism	microbe_or_unicellular	PRIDE	ok	Whole body|BTO:0001489; whole body|BTO:0001489	Escherichia coli		not available	Escherichia coli	not available	metaproteomic analysis of microbiota and metabolic pathways involved in taste formation during Chinese traditional fish sauce	35464017	https://www.ebi.ac.uk/pride/archive/projects/PXD031089
PXD031090	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Escherichia coli; Homo sapiens (human)		not applicable	Homo sapiens	not applicable	NleH LFQ phoshoproteome analysis (EThcD runs)		https://www.ebi.ac.uk/pride/archive/projects/PXD031090
PXD031113	review_mixed	heart	Regular ventricular cardiac myocyte	repository mixes anatomy with cell type/culture; do not copy blindly	multicellular	PRIDE	ok	Heart|BTO:0000562; Regular ventricular cardiac myocyte|CL:0002131; heart|BTO:0000562; regular ventricular cardiac myocyte|CL:0002131	Mus musculus (mouse)	heart; cardiac	not available	Mus musculus	regular ventricular cardiac myocyte	Pathological heart remodeling promotes unconventional secretion of protein quality control components via exosomes in cardiomyocytes	36681760	https://www.ebi.ac.uk/pride/archive/projects/PXD031113
PXD031117	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Escherichia coli; Homo sapiens (human)		not available	Escherichia coli		NleH1/2 proteomic analysis scripts		https://www.ebi.ac.uk/pride/archive/projects/PXD031117
PXD031142	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Synechococcus sp. wh 7803; Bacteria		not applicable	Synechococcus sp. wh 7803	not applicable	Marine Synechococcus sp. strain WH7803 shows specific adaptative responses to assimilate nanomolar concentrations of nitrate		https://www.ebi.ac.uk/pride/archive/projects/PXD031142
PXD031147	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Komagataeibacter europaeus; Bacteria		not applicable	Komagataeibacter europaeus	not applicable	Comparing two acetification profiles from natural raw materials: a quantitative approach in Komagataeibacter europaeus		https://www.ebi.ac.uk/pride/archive/projects/PXD031147
PXD031159	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	host_plus_microbe	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Escherichia coli; Homo sapiens (human)		not applicable	Homo sapiens	not applicable	Uncover New Reactivity of Genetically Encoded Alkyl Bromide Unnatural Amino Acids	35252115	https://www.ebi.ac.uk/pride/archive/projects/PXD031159
PXD031176	stay_not_available			repository has no organism part and no tissue wording in title/description	other	PRIDE	ok		Pseudoalteromonas prydzensis acam 620		not available	Pseudoalteromonas prydzensis acam 620		the secretome of Pseudoalteromonas prydzensis ACAM 620	36202810	https://www.ebi.ac.uk/pride/archive/projects/PXD031176
PXD031192	possible_from_text	lung		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	lung	not available	Homo sapiens		Repression of PRMT5-mediated dimethylation stabilizes vimentin and promotes metastasis in MTAP-loss lung cancer		https://www.ebi.ac.uk/pride/archive/projects/PXD031192
PXD031198	stay_not_available			repository has no organism part and no tissue wording in title/description	other	PRIDE	ok		Polyporus umbellatus gsx09		not available	Polyporus umbellatus gsx09		New insight into sclerotial generation in medicinal fungus Polyporus umbellatus	35538155	https://www.ebi.ac.uk/pride/archive/projects/PXD031198
PXD031228	review_mixed	Aorta	Blood vessel endothelial cell	repository mixes anatomy with cell type/culture; do not copy blindly	multicellular	PRIDE	ok	Blood vessel endothelial cell|CL:0000071; Aorta|BTO:0000135; aorta|BTO:0000135; blood vessel endothelial cell|CL:0000071	Mus musculus (mouse)	heart; blood; renal	not available	Mus musculus		Vascular bed systematic profiling unravels endothelial and glycocalyx dysregulations in experimental high salt hypertension	37624701	https://www.ebi.ac.uk/pride/archive/projects/PXD031228
PXD031244	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)	plasma	not available	Saccharomyces cerevisiae		CROP: A Retromer- PROPPIN complex mediating  membrane fission in the endo-lysosomal system	35466426	https://www.ebi.ac.uk/pride/archive/projects/PXD031244
PXD031262	possible_from_text	heart		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Mus musculus (mouse)	cardiac	not available	Mus musculus		Identification of phosphorylation and other post-translational modifications in the central C4-C5 domains of murine cardiac myosin binding protein C	35573219	https://www.ebi.ac.uk/pride/archive/projects/PXD031262
PXD031315	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae; Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		The structural basis of Cdc7-Dbf4 kinase dependent targeting and phosphorylation of the MCM2-7 double hexamer		https://www.ebi.ac.uk/pride/archive/projects/PXD031315
PXD031326	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Ddp1 cooperates with Ppx1 to counter a stress response initiated by non-vacuolar polyphosphate		https://www.ebi.ac.uk/pride/archive/projects/PXD031326
PXD031337	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)	brain	not available	Saccharomyces cerevisiae		Formation of toxic oligomers of polyQ-expanded Huntingtin by prion-mediated cross-seeding		https://www.ebi.ac.uk/pride/archive/projects/PXD031337
PXD031339	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	In vivo and in vitro characterization and structural analysis of human DPCD protein in complex with RUVBL1/RUVBL2 AAA-ATPases		https://www.ebi.ac.uk/pride/archive/projects/PXD031339
PXD031424	review_mixed	heart	Regular ventricular cardiac myocyte	repository mixes anatomy with cell type/culture; do not copy blindly	multicellular	PRIDE	ok	Heart|BTO:0000562; Regular ventricular cardiac myocyte|CL:0002131; heart|BTO:0000562; regular ventricular cardiac myocyte|CL:0002131	Homo sapiens (human)	heart	not available	Homo sapiens	regular ventricular cardiac myocyte	Calpain Cleavage of Junctophilin-2 generates a Spectrum of Calcium-dependent Cleavage Products and DNA-rich NT1-Fragment Domains in Cardiomyocytes - PRM Dataset	35725601	https://www.ebi.ac.uk/pride/archive/projects/PXD031424
PXD031441	stay_not_applicable_culture		Cell culture	repository organism part is cell culture, not anatomy	microbe_or_unicellular	PRIDE	ok	Cell culture|BTO:0000214; cell culture|BTO:0000214	Escherichia coli	embryo	not available	Escherichia coli	not available	A conserved module regulates receptor kinase signaling in immunity and development		https://www.ebi.ac.uk/pride/archive/projects/PXD031441
PXD031540	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not applicable	Indentification of RecBCD Auxiliary ATP binding	35379800	https://www.ebi.ac.uk/pride/archive/projects/PXD031540
PXD031562	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Identification of Golgin Imh1 phosphorylation residues under ER stress in yeast	35320730	https://www.ebi.ac.uk/pride/archive/projects/PXD031562
PXD031563	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Investigating the upstream signaling of Imh1 phosphorylation under ER stress in yeast	35320730	https://www.ebi.ac.uk/pride/archive/projects/PXD031563
PXD031577	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria; Enterococcus faecalis (streptococcus faecalis)		not applicable	Enterococcus faecalis	not applicable	Grad-seq Enterococcus faecalis and faecium		https://www.ebi.ac.uk/pride/archive/projects/PXD031577
PXD031615	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Bacteria; Vibrio cholerae serotype o1 (strain atcc 39315 / el tor inaba n16961)		not applicable	Vibrio cholerae	not applicable	S-Nitrosylation of the Virulence Regulator AphB Promotes Vibrio cholerae Pathogenesis		https://www.ebi.ac.uk/pride/archive/projects/PXD031615
PXD031616	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Proteome-wide structural changes measured with 2 limited proteolysis-mass spectrometry: an advanced 3 protocol for high-throughput applications.		https://www.ebi.ac.uk/pride/archive/projects/PXD031616
PXD031624	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Proteomic Investigation of the Antibacterial Mechanism of Cefiderocol against Escherichia coli	35980225	https://www.ebi.ac.uk/pride/archive/projects/PXD031624
PXD031627	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Proteome-wide structural changes measured with limited proteolysis-mass spectrometry: an advanced protocol for high-throughput applications.		https://www.ebi.ac.uk/pride/archive/projects/PXD031627
PXD031703	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Enzymatic Analysis of WWP2 E3 Ubiquitin Ligase Using Protein Microarrays Identifies Autophagy-Related Substrates	35331737	https://www.ebi.ac.uk/pride/archive/projects/PXD031703
