source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_15	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_2	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_3	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_4	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_5	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_6	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_7	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_8	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230308Hupp_TPM_ZY_DIA_60min_b35_9	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_9	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230308Hupp_TPM_ZY_DIA_60min_b35_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_1	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_10	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_10	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_11	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_11	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_12	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_13	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_13	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_14	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_14	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_15	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_2	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_3	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_8	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230309Hupp_TPM_ZY_DIA_60min_b42_9	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_9	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230309Hupp_TPM_ZY_DIA_60min_b42_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_Rep_b43_10	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_Rep_b43_10	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_Rep_b43_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_1	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_10	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_10	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_11	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_11	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_12	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_14	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_14	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_15	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_2	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_3	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_4	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_5	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_6	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_7	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_8	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230310Hupp_TPM_ZY_DIA_60min_b43_9	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_9	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230310Hupp_TPM_ZY_DIA_60min_b43_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230311Hupp_TPM_ZY_DIA_60min_Rep_b44_3	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230311Hupp_TPM_ZY_DIA_60min_Rep_b44_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230311Hupp_TPM_ZY_DIA_60min_Rep_b44_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
CAA20230311Hupp_TPM_ZY_DIA_60min_b44_1	Homo sapiens	thyroid gland	not available	not available	not available	not available	not available	1	CAA20230311Hupp_TPM_ZY_DIA_60min_b44_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230311Hupp_TPM_ZY_DIA_60min_b44_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
