source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Urine_P035223_BB1_S00_A00_R11	homo sapiens	urine	not applicable	not available	enrichment of phosphorylated protein	1	Urine_P035223_BB1_S00_A00_R11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Urine_P035223_BB1_S00_A00_R11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Urine_P035223_BB1_S00_A00_R11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	urine
PROCAL_P035214_BD2_S00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035214_BD2_S00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035214_BD2_S00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035214_BD2_S00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
Urine_P035224_BB1_S00_A00_R2	homo sapiens	urine	not applicable	not available	enrichment of phosphorylated protein	1	Urine_P035224_BB1_S00_A00_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Urine_P035224_BB1_S00_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Urine_P035224_BB1_S00_A00_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	urine
20181210_15cm_3_HelaDilution_30min_500ng_28Hz_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	20181210_15cm_3_HelaDilution_30min_500ng_28Hz_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20181210_15cm_3_HelaDilution_30min_500ng_28Hz_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/20181210_15cm_3_HelaDilution_30min_500ng_28Hz_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
CSF_P035233_BC1_S00_A00_R14	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	CSF_P035233_BC1_S00_A00_R14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	CSF_P035233_BC1_S00_A00_R14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/CSF_P035233_BC1_S00_A00_R14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
Placenta_03012_RE5_S00_RP37_R1	homo sapiens	placenta	not applicable	not available	enrichment of phosphorylated protein	1	Placenta_03012_RE5_S00_RP37_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Placenta_03012_RE5_S00_RP37_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Placenta_03012_RE5_S00_RP37_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	placenta
Hela_P035215_BA1_S00_A00_R9	homo sapiens	not available	HeLa cell	not available	enrichment of phosphorylated protein	1	Hela_P035215_BA1_S00_A00_R9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Hela_P035215_BA1_S00_A00_R9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Hela_P035215_BA1_S00_A00_R9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
PROCAL_P035256_BD2_S00_A00_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	PROCAL_P035256_BD2_S00_A00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PROCAL_P035256_BD2_S00_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/PROCAL_P035256_BD2_S00_A00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
0720_03352_RD4_TMT11_15min_S00_RP29_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	0720_03352_RD4_TMT11_15min_S00_RP29_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	0720_03352_RD4_TMT11_15min_S00_RP29_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/0720_03352_RD4_TMT11_15min_S00_RP29_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
190622_03178_GH5_TMT11_Pancreatic_S00_RP40_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	190622_03178_GH5_TMT11_Pancreatic_S00_RP40_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	190622_03178_GH5_TMT11_Pancreatic_S00_RP40_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/190622_03178_GH5_TMT11_Pancreatic_S00_RP40_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
CSF_P035234_BC1_S00_A00_R12	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	CSF_P035234_BC1_S00_A00_R12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	CSF_P035234_BC1_S00_A00_R12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/CSF_P035234_BC1_S00_A00_R12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
Plasma_P035259_BE1_S00_A00_R2	homo sapiens	blood plasma	not applicable	not available	enrichment of phosphorylated protein	1	Plasma_P035259_BE1_S00_A00_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Plasma_P035259_BE1_S00_A00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Plasma_P035259_BE1_S00_A00_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	blood plasma
Placenta_03011_RA3_S00_RP17_R1	homo sapiens	placenta	not applicable	not available	enrichment of phosphorylated protein	1	Placenta_03011_RA3_S00_RP17_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Placenta_03011_RA3_S00_RP17_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Placenta_03011_RA3_S00_RP17_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	placenta
02977_RA1_S00_R01_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	02977_RA1_S00_R01_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	02977_RA1_S00_R01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/02977_RA1_S00_R01_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
Urine_P035220_BB1_S00_A00_R20	homo sapiens	urine	not applicable	not available	enrichment of phosphorylated protein	1	Urine_P035220_BB1_S00_A00_R20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Urine_P035220_BB1_S00_A00_R20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Urine_P035220_BB1_S00_A00_R20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	urine
20181221_N15cm_3_Hela_2ug_15min_R1	homo sapiens	not available	HeLa cell	not available	enrichment of phosphorylated protein	1	20181221_N15cm_3_Hela_2ug_15min_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	20181221_N15cm_3_Hela_2ug_15min_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/20181221_N15cm_3_Hela_2ug_15min_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
March_Hela_P035212_BA1_S00_A00_R3	homo sapiens	not available	HeLa cell	not available	enrichment of phosphorylated protein	1	March_Hela_P035212_BA1_S00_A00_R3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	March_Hela_P035212_BA1_S00_A00_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/March_Hela_P035212_BA1_S00_A00_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
190622_03178_GE5_TMT11_Pancreatic_S00_RP37_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	190622_03178_GE5_TMT11_Pancreatic_S00_RP37_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	190622_03178_GE5_TMT11_Pancreatic_S00_RP37_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/190622_03178_GE5_TMT11_Pancreatic_S00_RP37_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
Urine_P035226_BB1_S00_A00_R20	homo sapiens	urine	not applicable	not available	enrichment of phosphorylated protein	1	Urine_P035226_BB1_S00_A00_R20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	Urine_P035226_BB1_S00_A00_R20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/Urine_P035226_BB1_S00_A00_R20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	urine
02977_RH2_S00_R09_R1	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	02977_RH2_S00_R09_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	02977_RH2_S00_R09_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/02977_RH2_S00_R09_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
03376_RB10_BioID_BF_GFP_Bio4_TR2_R2	homo sapiens	not available	not applicable	not available	enrichment of phosphorylated protein	1	03376_RB10_BioID_BF_GFP_Bio4_TR2_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap fusion lumos;AC=MS:1002732	NT=q exactive hf-x;AC=MS:1002877	NT=q exactive hf;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMT;AC=UNIMOD:739;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	0.4 Da	55% NCE	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	03376_RB10_BioID_BF_GFP_Bio4_TR2_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD015087/03376_RB10_BioID_BF_GFP_Bio4_TR2_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	not available
