source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F08	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	8	1	20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120718_VR_Bsu_TripleSILAC_WTPtkAPtpZ_GeLC_F08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Lag_Slice09	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Lag_Slice09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Lag_Slice09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Lag_Slice09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20111119_VR_L2ESLS_F8	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20111119_VR_L2ESLS_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	8	1	20111119_VR_L2ESLS_F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20111119_VR_L2ESLS_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120901_VR_Bsu_TripleSILAC_pWTPrkCPrpcRep1_F08	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120901_VR_Bsu_TripleSILAC_pWTPrkCPrpcRep1_F08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	8	1	20120901_VR_Bsu_TripleSILAC_pWTPrkCPrpcRep1_F08.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120901_VR_Bsu_TripleSILAC_pWTPrkCPrpcRep1_F08.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120713_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F11	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120713_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	20120713_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120713_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120712_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F02	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120712_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	2	1	20120712_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120712_VR_Bsu_TripleSILAC_pWTPtkAPtpZ_F02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130210_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F02	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130210_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	2	1	20130210_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130210_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130610_AC_GelC_ArgC_BR2_Log_ES_LS_04	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	4	20130610_AC_GelC_ArgC_BR2_Log_ES_LS_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130610_AC_GelC_ArgC_BR2_Log_ES_LS_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130610_AC_GelC_ArgC_BR2_Log_ES_LS_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_S04	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_S04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_S04.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_S04.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20141220_VR_Bsu_TripleSILAC_WTyabTybdM_rep4_GeLC_F12	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20141220_VR_Bsu_TripleSILAC_WTyabTybdM_rep4_GeLC_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	12	1	20141220_VR_Bsu_TripleSILAC_WTyabTybdM_rep4_GeLC_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20141220_VR_Bsu_TripleSILAC_WTyabTybdM_rep4_GeLC_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F07	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	7	1	20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F07.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F07.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Log_Slice04	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Log_Slice04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Log_Slice04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120427_BoSo_Bsubtilis_SuperSilacreplicate2_Offgel_LysC_Hcd_Log_Slice04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130124_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_OG_F09	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130124_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_OG_F09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	9	1	20130124_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_OG_F09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130124_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_OG_F09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130210_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate3_GeLC_F07	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130210_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate3_GeLC_F07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	7	1	20130210_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate3_GeLC_F07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130210_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate3_GeLC_F07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140322_VR_PhosphoTesting_WTLB_6TFA_F05	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20140322_VR_PhosphoTesting_WTLB_6TFA_F05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	5	1	20140322_VR_PhosphoTesting_WTLB_6TFA_F05.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20140322_VR_PhosphoTesting_WTLB_6TFA_F05.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20121129_VR_Bsu_TripleSILAC_pWTPtkAPtpZReplicate3_F03	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20121129_VR_Bsu_TripleSILAC_pWTPtkAPtpZReplicate3_F03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	20121129_VR_Bsu_TripleSILAC_pWTPtkAPtpZReplicate3_F03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20121129_VR_Bsu_TripleSILAC_pWTPtkAPtpZReplicate3_F03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130127_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_GeLC_F03	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130127_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_GeLC_F03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	20130127_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_GeLC_F03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130127_VR_Bsu_TripleSILAC_WTPrkCPrpCReplicate2_GeLC_F03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F10	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	10	1	20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120416_VR_Bsu_TripleSILAC_L2ESLSrep_GeLC_F06	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120416_VR_Bsu_TripleSILAC_L2ESLSrep_GeLC_F06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	6	1	20120416_VR_Bsu_TripleSILAC_L2ESLSrep_GeLC_F06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120416_VR_Bsu_TripleSILAC_L2ESLSrep_GeLC_F06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
