source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
frac_92	mus musculus	Myotube	not applicable	not available	92	frac_92	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_92.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_92.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_45	mus musculus	Myotube	not applicable	not available	45	frac_45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_39	mus musculus	Myotube	not applicable	not available	39	frac_39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_39.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_86	mus musculus	Myotube	not applicable	not available	86	frac_86	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_86.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_86.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_58	mus musculus	Myotube	not applicable	not available	58	frac_58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_58.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_16	mus musculus	Myotube	not applicable	not available	16	frac_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_20	mus musculus	Myotube	not applicable	not available	20	frac_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_19	mus musculus	Myotube	not applicable	not available	19	frac_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_126	mus musculus	Myotube	not applicable	not available	1	frac_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_126.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_126.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_111	mus musculus	Myotube	not applicable	not available	1	frac_111	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_111.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_111.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_52	mus musculus	Myotube	not applicable	not available	52	frac_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_52.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_46	mus musculus	Myotube	not applicable	not available	46	frac_46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_22	mus musculus	Myotube	not applicable	not available	22	frac_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_69	mus musculus	Myotube	not applicable	not available	69	frac_69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_69.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_40	mus musculus	Myotube	not applicable	not available	40	frac_40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_83	mus musculus	Myotube	not applicable	not available	83	frac_83	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_83.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_83.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_106	mus musculus	Myotube	not applicable	not available	1	frac_106	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_106.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_106.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_100	mus musculus	Myotube	not applicable	not available	1	frac_100	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_100.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_37	mus musculus	Myotube	not applicable	not available	37	frac_37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_37.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_115	mus musculus	Myotube	not applicable	not available	1	frac_115	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_115.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_115.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_17	mus musculus	Myotube	not applicable	not available	17	frac_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_81	mus musculus	Myotube	not applicable	not available	81	frac_81	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_81.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_81.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_48	mus musculus	Myotube	not applicable	not available	48	frac_48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_48.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_12	mus musculus	Myotube	not applicable	not available	12	frac_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_118	mus musculus	Myotube	not applicable	not available	1	frac_118	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_118.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_118.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_105	mus musculus	Myotube	not applicable	not available	1	frac_105	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_105.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_105.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_97	mus musculus	Myotube	not applicable	not available	97	frac_97	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_97.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_97.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_128	mus musculus	Myotube	not applicable	not available	1	frac_128	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_128.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_128.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
frac_36	mus musculus	Myotube	not applicable	not available	36	frac_36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	7 ppm	0.5 Da	1	1	frac_36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/06/PXD000558/frac_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Myotube
