source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[human leukocyte antigen]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]	factor value[human leukocyte antigen]
PXD019643-Sample-401	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1201	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170709_AM_AUT01-DN12_Tongue_W6-32_10%_DDA_3_400-650mz_msms9_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170709_AM_AUT01-DN12_Tongue_W6-32_10%_DDA_3_400-650mz_msms9_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-402	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1202	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170721_AM_AUT01-DN12_Heart_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170721_AM_AUT01-DN12_Heart_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-402	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1203	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170721_AM_AUT01-DN12_Heart_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170721_AM_AUT01-DN12_Heart_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-402	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1204	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170724_AM_AUT01-DN12_Heart_W6-32_10%_DDA_1new_400-650mz_msms10_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170724_AM_AUT01-DN12_Heart_W6-32_10%_DDA_1new_400-650mz_msms10_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-405	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1211	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170413_AM_AUT01-DN12_Liver_W6-32_10%_DDA_1_400-650mz_msms17_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170413_AM_AUT01-DN12_Liver_W6-32_10%_DDA_1_400-650mz_msms17_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-405	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1212	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170413_AM_AUT01-DN12_Liver_W6-32_10%_DDA_2_400-650mz_msms18_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170413_AM_AUT01-DN12_Liver_W6-32_10%_DDA_2_400-650mz_msms18_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-405	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1213	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170413_AM_AUT01-DN12_Liver_W6-32_10%_DDA_3_400-650mz_msms19_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170413_AM_AUT01-DN12_Liver_W6-32_10%_DDA_3_400-650mz_msms19_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-406	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN09	1	organism part	not available	run 1214	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161016_LF_AUT01-DN09_Stomach_W6-32_10%_DDA_1_400-650mz_msms4_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161016_LF_AUT01-DN09_Stomach_W6-32_10%_DDA_1_400-650mz_msms4_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-406	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN09	1	organism part	not available	run 1215	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161016_LF_AUT01-DN09_Stomach_W6-32_10%_DDA_2_400-650mz_msms5_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161016_LF_AUT01-DN09_Stomach_W6-32_10%_DDA_2_400-650mz_msms5_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-406	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN09	1	organism part	not available	run 1216	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161016_LF_AUT01-DN09_Stomach_W6-32_10%_DDA_3_400-650mz_msms6_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161016_LF_AUT01-DN09_Stomach_W6-32_10%_DDA_3_400-650mz_msms6_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-407	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 1217	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170715_AM_AUT01-DN15_SmallIntestine_W6-32_10%_DDA_1_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170715_AM_AUT01-DN15_SmallIntestine_W6-32_10%_DDA_1_400-650mz_msms2_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-407	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 1218	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170715_AM_AUT01-DN15_SmallIntestine_W6-32_10%_DDA_2_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170715_AM_AUT01-DN15_SmallIntestine_W6-32_10%_DDA_2_400-650mz_msms3_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-407	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 1219	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170715_AM_AUT01-DN15_SmallIntestine_W6-32_10%_DDA_3_400-650mz_msms4_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170715_AM_AUT01-DN15_SmallIntestine_W6-32_10%_DDA_3_400-650mz_msms4_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-409	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 1223	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180122_AM_AUT01-DN06_Stomach_W6-32_10%_DDA_1_400-650mz_msms25_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180122_AM_AUT01-DN06_Stomach_W6-32_10%_DDA_1_400-650mz_msms25_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-409	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 1224	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180122_AM_AUT01-DN06_Stomach_W6-32_10%_DDA_2_400-650mz_msms26_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180122_AM_AUT01-DN06_Stomach_W6-32_10%_DDA_2_400-650mz_msms26_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-409	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 1225	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180122_AM_AUT01-DN06_Stomach_W6-32_10%_DDA_3_400-650mz_msms27_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180122_AM_AUT01-DN06_Stomach_W6-32_10%_DDA_3_400-650mz_msms27_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-411	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 1229	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170620_AM_AUT01-DN14_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms7_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170620_AM_AUT01-DN14_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms7_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-411	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 1230	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170620_AM_AUT01-DN14_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms8_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170620_AM_AUT01-DN14_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms8_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-411	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 1231	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170620_AM_AUT01-DN14_AdrenalGland_W6-32_10%_DDA_3_400-650mz_msms9_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170620_AM_AUT01-DN14_AdrenalGland_W6-32_10%_DDA_3_400-650mz_msms9_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-413	Homo sapiens	spleen	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 1235	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160927_AM_AUT01-DN06_Spleen_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160927_AM_AUT01-DN06_Spleen_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	spleen	Human leukocyte antigen class I
PXD019643-Sample-413	Homo sapiens	spleen	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 1236	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160927_AM_AUT01-DN06_Spleen_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160927_AM_AUT01-DN06_Spleen_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	spleen	Human leukocyte antigen class I
PXD019643-Sample-413	Homo sapiens	spleen	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 1237	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160927_AM_AUT01-DN06_Spleen_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160927_AM_AUT01-DN06_Spleen_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	spleen	Human leukocyte antigen class I
PXD019643-Sample-414	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 1238	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160625_DK_AUT01-DN08_SmallIntestine_W6-32_20%_DDA_1_400-650mz_msms2_Jejunum.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160625_DK_AUT01-DN08_SmallIntestine_W6-32_20%_DDA_1_400-650mz_msms2_Jejunum.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-414	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 1239	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160625_DK_AUT01-DN08_SmallIntestine_W6-32_20%_DDA_2_400-650mz_msms3_Jejunum.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160625_DK_AUT01-DN08_SmallIntestine_W6-32_20%_DDA_2_400-650mz_msms3_Jejunum.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-414	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 1240	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160625_DK_AUT01-DN08_SmallIntestine_W6-32_20%_DDA_3_400-650mz_msms4_Jejunum.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160625_DK_AUT01-DN08_SmallIntestine_W6-32_20%_DDA_3_400-650mz_msms4_Jejunum.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-416	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1244	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170727_AM_AUT01-DN12_Trachea_W6-32_10%_DDA_1_400-650mz_msms15_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170727_AM_AUT01-DN12_Trachea_W6-32_10%_DDA_1_400-650mz_msms15_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
PXD019643-Sample-416	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 1245	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170727_AM_AUT01-DN12_Trachea_W6-32_10%_DDA_2_400-650mz_msms16_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170727_AM_AUT01-DN12_Trachea_W6-32_10%_DDA_2_400-650mz_msms16_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
