source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_10_Slot2-10_1_26125.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_10_Slot2-10_1_26125.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_10_Slot2-10_1_26125.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_11_Slot2-11_1_26126.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_11_Slot2-11_1_26126.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_11_Slot2-11_1_26126.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_12_Slot2-12_1_26128.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_12_Slot2-12_1_26128.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_12_Slot2-12_1_26128.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_13_Slot2-13_1_26129.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_13_Slot2-13_1_26129.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_13_Slot2-13_1_26129.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_14_Slot2-14_1_26130.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_14_Slot2-14_1_26130.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_14_Slot2-14_1_26130.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_15_Slot2-15_1_26131.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_15_Slot2-15_1_26131.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_15_Slot2-15_1_26131.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_1_Slot2-1_1_26114.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_1_Slot2-1_1_26114.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_1_Slot2-1_1_26114.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_1_rep_Slot2-1_1_26134.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_1_rep_Slot2-1_1_26134.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_1_rep_Slot2-1_1_26134.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_2_Slot2-2_1_26115.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_2_Slot2-2_1_26115.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_2_Slot2-2_1_26115.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_3_Slot2-3_1_26116.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_3_Slot2-3_1_26116.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_3_Slot2-3_1_26116.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_4_Slot2-4_1_26118.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_4_Slot2-4_1_26118.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_4_Slot2-4_1_26118.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_5_Slot2-5_1_26119.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_5_Slot2-5_1_26119.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_5_Slot2-5_1_26119.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_6_Slot2-6_1_26120.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_6_Slot2-6_1_26120.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_6_Slot2-6_1_26120.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_7_Slot2-7_1_26121.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_7_Slot2-7_1_26121.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_7_Slot2-7_1_26121.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_8_Slot2-8_1_26123.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_8_Slot2-8_1_26123.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_8_Slot2-8_1_26123.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_9_Slot2-9_1_26124.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_9_Slot2-9_1_26124.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b3_9_Slot2-9_1_26124.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_10_Slot2-26_1_26173.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_10_Slot2-26_1_26173.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_10_Slot2-26_1_26173.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_11_Slot2-27_1_26174.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_11_Slot2-27_1_26174.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_11_Slot2-27_1_26174.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_12_Slot2-28_1_26177.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_12_Slot2-28_1_26177.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_12_Slot2-28_1_26177.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_13_Slot2-29_1_26178.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_13_Slot2-29_1_26178.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_13_Slot2-29_1_26178.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_14_Slot2-30_1_26179.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_14_Slot2-30_1_26179.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_14_Slot2-30_1_26179.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_15_Slot2-31_1_26180.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_15_Slot2-31_1_26180.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_15_Slot2-31_1_26180.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_1_Slot2-17_1_26137.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_1_Slot2-17_1_26137.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_1_Slot2-17_1_26137.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_1_rep_Slot2-17_1_26183.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_1_rep_Slot2-17_1_26183.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_1_rep_Slot2-17_1_26183.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_2_Slot2-18_1_26138.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_2_Slot2-18_1_26138.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_2_Slot2-18_1_26138.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_3_Slot2-19_1_26139.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_3_Slot2-19_1_26139.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_3_Slot2-19_1_26139.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_4_Slot2-20_1_26141.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_4_Slot2-20_1_26141.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_4_Slot2-20_1_26141.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_5_Slot2-21_1_26142.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_5_Slot2-21_1_26142.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_5_Slot2-21_1_26142.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_6_Slot2-22_1_26168.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_6_Slot2-22_1_26168.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_6_Slot2-22_1_26168.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_7_Slot2-23_1_26169.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_7_Slot2-23_1_26169.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_7_Slot2-23_1_26169.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
