source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[phenotype]	characteristics[pooled sample]	characteristics[sample type]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[ms1 scan range]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[phenotype]
UH21_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH21	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH21_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH21_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH21_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH21	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH21_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH21_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH22_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH22	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH22_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH22_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH22_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH22	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH22_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH22_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH23_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH23	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH23_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH23_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH23_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH23	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH23_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH23_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH24_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH24	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH24_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH24_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH24_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH24	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH24_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH24_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH8_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH8	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH8_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH8_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH8_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH8	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH8_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH8_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
UH9_sEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH9	100K small urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH9_EV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH9_EV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	100K small urinary extracellular vesicles
UH9_lEV	Homo sapiens	urine	normal	not applicable	organism part	adult	not available	not available	not available	UH9	17K large urinary extracellular vesicles	not pooled	study sample	no depletion	1	20220829_QEHFX3_LS_UH9_MV	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	350	1650	not available	350m/z-1650m/z	1	1	20220829_QEHFX3_LS_UH9_MV.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	manual curation	normal	17K large urinary extracellular vesicles
