source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[equalization]	characteristics[individual]	characteristics[origin]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[file uri]	comment[fragment mass tolerance]	comment[ion exchange method]	comment[precursor mass tolerance]	comment[salt step]	comment[technical replicate]	comment[data file]	factor value[cell type]
PXD026126-Sample 62	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	4	peripheral blood	not available	4	run 62	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_700_F6_a.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	700 mM	1	20180615_rmi049_75idPLRPS_APA_PBMC_700_F6_a.raw	pbmc
PXD026126-Sample 63	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	4	peripheral blood	not available	4	run 63	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_700_F6_b.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	700 mM	2	20180615_rmi049_75idPLRPS_APA_PBMC_700_F6_b.raw	pbmc
PXD026126-Sample 64	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	4	peripheral blood	not available	4	run 64	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_700_F6_c.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	700 mM	3	20180615_rmi049_75idPLRPS_APA_PBMC_700_F6_c.raw	pbmc
PXD026126-Sample 65	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 65	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F1_a.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	1	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F1_a.raw	pbmc
PXD026126-Sample 66	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 66	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F1_b.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	2	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F1_b.raw	pbmc
PXD026126-Sample 67	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 67	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	1	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F1_c.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	3	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F1_c.raw	pbmc
PXD026126-Sample 68	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 68	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	2	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F2_a.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	1	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F2_a.raw	pbmc
PXD026126-Sample 69	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 69	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	2	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F2_b.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	2	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F2_b.raw	pbmc
PXD026126-Sample 70	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 70	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	2	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F2_c.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	3	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F2_c.raw	pbmc
PXD026126-Sample 71	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 71	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	3	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F3_a.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	1	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F3_a.raw	pbmc
PXD026126-Sample 72	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 72	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	3	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F3_b.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	2	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F3_b.raw	pbmc
PXD026126-Sample 73	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 73	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	3	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F3_c.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	3	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F3_c.raw	pbmc
PXD026126-Sample 74	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 74	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	4	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F4_a.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	1	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F4_a.raw	pbmc
PXD026126-Sample 75	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 75	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	4	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F4_b.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	2	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F4_b.raw	pbmc
PXD026126-Sample 76	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 76	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	4	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F4_c.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	3	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F4_c.raw	pbmc
PXD026126-Sample 77	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 77	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	5	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F5_a.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	1	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F5_a.raw	pbmc
PXD026126-Sample 78	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 78	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	5	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F5_b.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	2	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F5_b.raw	pbmc
PXD026126-Sample 79	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 79	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	5	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F5_c.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	3	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F5_c.raw	pbmc
PXD026126-Sample 80	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 80	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F6_a.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	1	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F6_a.raw	pbmc
PXD026126-Sample 81	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 81	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F6_b.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	2	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F6_b.raw	pbmc
PXD026126-Sample 82	Homo sapiens	blood	normal	peripheral blood mononuclear cell	not available	not available	not available	whole cell	5	peripheral blood	not available	5	run 82	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	AC=MS:1002038;NT=label free sample	6	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Trypsin/P; AC=MS:1001313	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026126/20180615_rmi049_75idPLRPS_APA_PBMC_FT_F6_c.raw	2.2 Da	NT=Strong anion-exchange chromatography;AC=PRIDE:0000558	10 ppm	2 M	3	20180615_rmi049_75idPLRPS_APA_PBMC_FT_F6_c.raw	pbmc
