source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	13	1	CAC20220219lut_Ag_lib1_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	23	1	CAC20220223lut_Ag_lib2_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220225lut_Ag_lib4	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220225lut_Ag_lib4_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	29	1	CAC20220225lut_Ag_lib4_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	8	1	CAC20220223lut_Ag_lib2_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	6	1	CAC20220219lut_Ag_lib5_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	15	1	CAC20220219lut_Ag_lib1_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib5	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib5_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	25	1	CAC20220219lut_Ag_lib5_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220223lut_Ag_lib2	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220223lut_Ag_lib2_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	13	1	CAC20220223lut_Ag_lib2_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	9	1	CAC20220219lut_Ag_lib1_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	29	1	CAC20220219lut_Ag_lib1_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	3	1	CAC20220219lut_Ag_lib1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
CAC20220219lut_Ag_lib1	mus musculus	not available	normal	pooled	not available	not available	not available	CAC20220219lut_Ag_lib1_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	6	1	CAC20220219lut_Ag_lib1_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation
