source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[chemical administration]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[chemical administration]
Sample84	Sample84	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Cortisone; 4.2 mM	normal	not available	3	Assay84	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1G12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1G12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Cortisone; 4.2 mM
Sample85	Sample85	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ciprofloxacin-H; 11 mM	normal	not available	1	Assay85	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ciprofloxacin-H; 11 mM
Sample86	Sample86	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ciprofloxacin-H; 11 mM	normal	not available	2	Assay86	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ciprofloxacin-H; 11 mM
Sample87	Sample87	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ciprofloxacin-H; 11 mM	normal	not available	3	Assay87	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ciprofloxacin-H; 11 mM
Sample88	Sample88	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ciprofloxacin-L; 1.1 mM	normal	not available	1	Assay88	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ciprofloxacin-L; 1.1 mM
Sample89	Sample89	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ciprofloxacin-L; 1.1 mM	normal	not available	2	Assay89	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ciprofloxacin-L; 1.1 mM
Sample90	Sample90	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ciprofloxacin-L; 1.1 mM	normal	not available	3	Assay90	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ciprofloxacin-L; 1.1 mM
Sample91	Sample91	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Lubiprostone-L; 6 µM	normal	not available	1	Assay91	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Lubiprostone-L; 6 µM
Sample92	Sample92	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Lubiprostone-L; 6 µM	normal	not available	2	Assay92	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Lubiprostone-L; 6 µM
Sample93	Sample93	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Lubiprostone-L; 6 µM	normal	not available	3	Assay93	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Lubiprostone-L; 6 µM
Sample94	Sample94	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Diclofenac; 3.1 mM	normal	not available	1	Assay94	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Diclofenac; 3.1 mM
Sample95	Sample95	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Diclofenac; 3.1 mM	normal	not available	2	Assay95	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H11.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Diclofenac; 3.1 mM
Sample96	Sample96	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Diclofenac; 3.1 mM	normal	not available	3	Assay96	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P1H12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P1H12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Diclofenac; 3.1 mM
Sample97	Sample97	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Indomethacin; 2.8 mM	normal	not available	1	Assay97	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Indomethacin; 2.8 mM
Sample98	Sample98	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Indomethacin; 2.8 mM	normal	not available	2	Assay98	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Indomethacin; 2.8 mM
Sample99	Sample99	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Indomethacin; 2.8 mM	normal	not available	3	Assay99	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Indomethacin; 2.8 mM
Sample100	Sample100	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Rosuvastatin; 200 µM	normal	not available	1	Assay100	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Rosuvastatin; 200 µM
Sample101	Sample101	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Rosuvastatin; 200 µM	normal	not available	2	Assay101	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Rosuvastatin; 200 µM
Sample102	Sample102	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Rosuvastatin; 200 µM	normal	not available	3	Assay102	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Rosuvastatin; 200 µM
Sample103	Sample103	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Digoxin; 17 µM	normal	not available	1	Assay103	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Digoxin; 17 µM
Sample104	Sample104	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Digoxin; 17 µM	normal	not available	2	Assay104	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Digoxin; 17 µM
Sample105	Sample105	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Digoxin; 17 µM	normal	not available	3	Assay105	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Digoxin; 17 µM
Sample106	Sample106	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-20; 20 µl DMSO	normal	not available	1	Assay106	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-20; 20 µl DMSO
Sample107	Sample107	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-20; 20 µl DMSO	normal	not available	2	Assay107	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A11.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-20; 20 µl DMSO
Sample108	Sample108	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-20; 20 µl DMSO	normal	not available	3	Assay108	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2A12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2A12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-20; 20 µl DMSO
Sample109	Sample109	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ketoprofen; 5.9 mM	normal	not available	1	Assay109	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ketoprofen; 5.9 mM
Sample110	Sample110	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ketoprofen; 5.9 mM	normal	not available	2	Assay110	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ketoprofen; 5.9 mM
Sample111	Sample111	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ketoprofen; 5.9 mM	normal	not available	3	Assay111	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2B3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2B3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ketoprofen; 5.9 mM
